tweet_id,created_at,conversation_id,text,candidate_group,golden_intent,human_intent,human_notes,label_status,bulk_intent,bulk_confidence,bulk_reason,bulk_label_status,validation_status,review_number
2355070,Mon Nov 13 18:19:30 +0000 2017,apple_004342,Everytime i refresh my tl my music stops and its really making me mad. @115858 fix this shit Deadass ya blowing my shit with all these damn issues. Before i get a samsung.,apple_music_itunes,,apple_music_itunes,,human_reviewed,,,,,,58
2525509,Thu Nov 16 02:37:32 +0000 2017,apple_028680,all the pictures on my phone magically deleted. what the fuck @115858,calls_cellular,,apple_id_icloud,,human_reviewed,,,,,,59
2282663,Sat Nov 11 19:13:29 +0000 2017,apple_014699,"Are there major @118936 issues at @115858 ?? Techs overwhelmed, chats spinning waiting.... what’s going on??",app_store_downloads,,other_unclear,,human_reviewed,,,,,,60
568847,Sat Dec 02 14:13:33 +0000 2017,apple_043878,How buggy is iOS 11 on iPhoneX? Mails are literally unreadable with such huge fonts. @115858 https://t.co/JfyrcoodDT,ios_software_update,,screen_display,,human_reviewed,,,,,,61
1234121,Wed Oct 25 17:52:10 +0000 2017,apple_074333,just witnessed my phone go from 37% to 23% lol fuck y’all @115858,other_unclear,,battery_charging,,human_reviewed,,,,,,62
2552290,Mon Oct 30 15:33:58 +0000 2017,apple_018135,@AppleSupport Thanks! I don’t connect to anything else so just my car. Did it with my previous car too.,wifi_connectivity,,audio_speaker,,human_reviewed,,,,,,63
1698630,Tue Nov 07 00:38:15 +0000 2017,apple_011696,@AppleSupport No it's been fine before but the last two updates it just comes up error. I don't have an iPad to use iTunes to update.,ios_software_update,,ios_software_update,,human_reviewed,,,,,,64
701597,Thu Nov 23 16:19:23 +0000 2017,apple_037091,"Dear Apple, pls fix this problem. What’s the point of having a shortcut when it doesn’t even work? @115858 #OffWifi #Offbluetooth https://t.co/o7Yj8G8DDh",wifi_connectivity,,wifi_connectivity,,human_reviewed,,,,,,65
2914634,Tue Nov 28 22:40:48 +0000 2017,apple_037245,"@115858 @AppleSupport For some reason I can’t send out iMessages. I restarted, turned off/on iMessages, logged in/out of iCloud with no resolve. Is this a issue with the iOS or is it my phone ?",ios_software_update,,apple_id_icloud,,human_reviewed,,,,,,66
440797,Tue Oct 10 17:12:16 +0000 2017,apple_049130,@115858 as if I waited ten days to recover my password finally got 2 &amp; your website has an error and I have to wait again! Samsung convert.,apple_id_icloud,,apple_id_icloud,,human_reviewed,,,,,,67
1908496,Wed Oct 25 18:06:21 +0000 2017,apple_004980,"These popped up as NEW notifications today. Something from yesterday &amp; SUNDAY?! I’m missing calls, missing emails WHY R U DOING THIS @115858 https://t.co/TVJMzWDL59",calls_cellular,,calls_cellular,,human_reviewed,,,,,,68
1684426,Mon Nov 06 12:49:11 +0000 2017,apple_044457,Unused space on the iPhone X keyboard could be used for frequently used emojis like Touch bar on Mac. 🤷‍♀️ https://t.co/OZx48cSVWl,screen_display,,screen_display,,human_reviewed,,,,,,69
2353664,Mon Nov 13 18:43:54 +0000 2017,apple_074414,"@AppleSupport The iPhone just shows the Apple logo, nothing else. It won’t even connect to iTunes because my phone won’t even open to my home screen so I can’t access anything. It’s been like that for about 9 hours (on and off the charge)",battery_charging,,device_hardware,,human_reviewed,,,,,,70
2752724,Tue Nov 21 00:55:22 +0000 2017,apple_065153,@115858 it won’t let me re install macOS i bought a mac off a friend and reset so all info would be gone saying item isn’tavailable try again,app_store_downloads,,other_unclear,,human_reviewed,,,,,,71
1078402,Sun Oct 15 00:51:30 +0000 2017,apple_062105,"This new keyboard thing isn’t working on my iPad, @AppleSupport. Random numbers pop up in my words. And then I correct. Make it go away.",app_problems,,ios_software_update,,human_reviewed,,,,,,72
1773234,Wed Nov 08 00:03:01 +0000 2017,apple_009616,This iPhone bug whenever I️ type the letter i (as in abcdefgh-i-jk...) is driving me nuts! @115858 please fix this!,app_problems,,ios_software_update,,human_reviewed,,,,,,73
2804326,Wed Nov 22 02:22:59 +0000 2017,apple_020374,Dear @115858 what the shit? My account gets hacked and you give me a run around? #bullshit,apple_id_icloud,,apple_id_icloud,,human_reviewed,,,,,,74
2002700,Fri Nov 03 18:33:57 +0000 2017,apple_053386,"@AppleSupport turned back on again.
It was connected to a power supply too. Now the battery is completely drained and i cant even get it to charge",battery_charging,,battery_charging,,human_reviewed,,,,,,75
249333,Sat Nov 25 02:12:26 +0000 2017,apple_015216,"This might sound like an ignorant question, but how does one sign up for an iTunes account in Uganda without a credit card? Help! #uot #uganda @115858",apple_music_itunes,,apple_id_icloud,,human_reviewed,,,,,,76
2547281,Thu Nov 16 06:14:36 +0000 2017,apple_058713,@115858 what the fuck are y’all doin where i️ can’t even type the letter i️ ??? get your shit together,screen_display,,ios_software_update,,human_reviewed,,,,,,77
743477,Wed Oct 11 11:36:06 +0000 2017,apple_056930,Hey @115858 why do I only get text alerts/notifications part of the time on my 8?  Didn’t have this issue with my 7...,other_unclear,,other_unclear,,human_reviewed,,,,,,78
2105214,Wed Nov 08 03:44:54 +0000 2017,,@115858 Throwing away the whole phone,other_unclear,,other_unclear,,human_reviewed,,,,,,79
856160,Fri Oct 20 11:46:19 +0000 2017,apple_026299,"wtf is wrong w/ itunes, I’ve been waiting for a song to download for over two weeks now 🤦🏼‍♀️ @115858",app_store_downloads,,apple_music_itunes,,human_reviewed,,,,,,80
2740754,Mon Nov 20 17:34:12 +0000 2017,apple_001329,"I-Phone &amp; Mac Book chargers have packed in today, both less than 6 months old.....Any chance @115858 😞😤",battery_charging,,device_hardware,,human_reviewed,,,,,,81
2169837,Thu Nov 09 03:35:04 +0000 2017,apple_021326,Man @115858 need to fix this shit!!! I’m so sick the letter “I️” messing up!,screen_display,,ios_software_update,,human_reviewed,,,,,,82
2070482,Sun Oct 08 22:07:10 +0000 2017,apple_075064,"Hey @115858 11.0.2 sucks and glitched my clock away, and screwed up locked screen #fixit",apple_id_icloud,,screen_display,,human_reviewed,,,,,,83
1814499,Sun Oct 15 22:19:04 +0000 2017,apple_013173,@115858 I can never catch a 🤬 break with y’all! I just bought a new headphone adapter listened to a whole song &amp; now it not being recognized,apple_music_itunes,,audio_speaker,,human_reviewed,,,,,,84
2518304,Wed Nov 15 23:24:13 +0000 2017,apple_056660,Hey @115858 why can’t I make any phone calls? It’s been nearly an hour of my iPhone not working.  #sos 📱,calls_cellular,,calls_cellular,,human_reviewed,,,,,,85
1557118,Sat Nov 11 13:39:09 +0000 2017,apple_050127,Hey @115858 can u fix the ‘eye’ issue so EYE can stop sounding ridiculous in my emails to my profs,audio_speaker,,ios_software_update,,human_reviewed,,,,,,86
2408473,Tue Nov 14 15:19:54 +0000 2017,apple_021786,You know.. this whole “I️” problem is getting on my nerves. I️ have to rearrange my tweets cause they look stupid. @115858 what are y’all waiting for to fix this problem? Got yourselves an iPhone X but can’t fax an emoji problem? Good job. What would Steve Jobs say! Psh.,app_store_downloads,,ios_software_update,,human_reviewed,,,,,,87
2001552,Fri Nov 03 16:06:12 +0000 2017,apple_041854,@115858 what’s up with the 8S Plus not autolocking? Pretty annoying... sounds like a common problem.,audio_speaker,,other_unclear,,human_reviewed,,,,,,88
1772937,Wed Nov 08 01:58:44 +0000 2017,,@532860 @115858 Yep. It’s still messed up for me.,other_unclear,,other_unclear,,human_reviewed,,,,,,89
1119366,Mon Oct 16 13:04:50 +0000 2017,apple_049820,@AppleSupport WiFi and streaming.,wifi_connectivity,,wifi_connectivity,,human_reviewed,,,,,,90
1747438,Tue Nov 07 10:31:06 +0000 2017,apple_076392,FIX SPOTIFY IN THE MUSIC PLAYER #mygod @115858,apple_music_itunes,,apple_music_itunes,,human_reviewed,,,,,,91
1002250,Sun Oct 22 15:00:45 +0000 2017,apple_037959,"@AppleSupport No I’ve had it over a year, just randomly stopped sending iMessages and when I went to settings I saw that message",app_problems,,apple_id_icloud,,human_reviewed,,,,,,92
756454,Tue Oct 10 06:23:01 +0000 2017,,@115858 Only available on @118101 and every single one has/had a problem with cellular. My cellular hasn’t been working for 3 weeks and no resolution 😑,calls_cellular,,calls_cellular,,human_reviewed,,,,,,93
162872,Fri Nov 24 18:38:12 +0000 2017,apple_005902,Checking snapchat stops my music now &amp; that is not ok ☹️ @917 @115858,apple_music_itunes,,apple_music_itunes,,human_reviewed,,,,,,94
682004,Wed Nov 08 04:02:41 +0000 2017,apple_050869,"@115858 
Y’all don’t have an undo button in Cupertino or what? I’m real tired of this “ I️ “ shit already",device_hardware,,ios_software_update,,human_reviewed,,,,,,95
2816411,Mon Nov 27 03:15:28 +0000 2017,apple_066407,"i hate @115858 ! Can’t type i, can’t log in to my own account because of the two-factor authentication, can not wait to witch to a @728029",apple_id_icloud,,apple_id_icloud,,human_reviewed,,,,,,96
2548137,Mon Oct 30 10:38:15 +0000 2017,apple_073559,I need headphones @115858 mines came on the pack broke,audio_speaker,,audio_speaker,,human_reviewed,,,,,,97
2202134,Thu Oct 19 12:10:40 +0000 2017,,@643972 @643973 @119459 @119460 @13100 @115858 La guinda! Me ha desaparecido la hora de la pantalla bloqueada! #IOS @115858 @AppleSupport https://t.co/hd53g1kSAA,ios_software_update,,screen_display,,human_reviewed,,,,,,98
1477617,Thu Nov 02 21:08:36 +0000 2017,apple_033202,@115858 what the fuck is this? I️,other_unclear,,ios_software_update,,human_reviewed,,,,,,99
1773194,Wed Nov 08 00:09:53 +0000 2017,apple_062940,@115858 May you please fix this I️ issue with my phone I’m trying to type the letter I!!!!,screen_display,,ios_software_update,,human_reviewed,,,,,,100
2121061,Wed Nov 08 08:14:08 +0000 2017,apple_035308,Literally every single photo I have is gone. Thanks @AppleSupport,app_problems,,app_problems,,human_reviewed,,,,,,1
2436882,Sun Oct 29 15:09:45 +0000 2017,apple_068946,Hey @115858 I just had a mini heart attack cause iCloud got turned off when I restarted my phone and all my pictures were suddenly gone (1/?),apple_id_icloud,,apple_id_icloud,,human_reviewed,,,,,,2
1710649,Sat Sep 23 12:46:28 +0000 2017,apple_053225,"Hey, @AppleSupport, my iPhone 7 keeps respringing when trying to setup for the first time. Trying over both WiFi and iTunes, same problem.",wifi_connectivity,,app_problems,,human_reviewed,,,,,,3
942267,Sat Oct 21 07:08:38 +0000 2017,apple_019847,"@AppleSupport Worst update of iOS 11, my phones battery is draining like water. It lasts for only 3-4hrs. Not expected from @AppleSupport 😢😢",battery_charging,,battery_charging,,human_reviewed,,,,,,4
687925,Thu Nov 23 14:40:44 +0000 2017,apple_075525,@AppleSupport Thanks for that! Its not helpful though. Did you read my tweet? Its a daily issue now. I know how to connect a Smart Keyboard. It just keeps disconnecting and displaying that error!!,wifi_connectivity,,wifi_connectivity,,human_reviewed,,,,,,5
1588812,Sat Nov 04 19:14:42 +0000 2017,apple_072082,dear @115858 my phone keeps correcting i to i️ and my music stops playing every 5 seconds fix this shit,apple_music_itunes,,apple_music_itunes,,human_reviewed,,,,,,6
2923614,Wed Nov 29 02:23:07 +0000 2017,apple_072898,@115858 it sure would be nice if one of your reps could help me. Ive been on hold waiting for over THREE hours. With no answer. https://t.co/7KpBUc8A8N,app_store_downloads,,other_unclear,,human_reviewed,,,,,,7
2016338,Sun Nov 05 18:03:31 +0000 2017,apple_038864,"@115858 Can y’all please fix this question mark ina box, every time you type the letter “eye”, problem 😩",screen_display,,screen_display,,human_reviewed,,,,,,8
247584,Thu Oct 05 15:00:10 +0000 2017,apple_021398,Just Got this fantastic Bug #Apple #iOS11.0.2 #bug @115858 https://t.co/tKO2iJKhxo,ios_software_update,,ios_software_update,,human_reviewed,,,,,,9
1223968,Fri Oct 06 00:03:22 +0000 2017,apple_033157,"@115858 before I updated my phone to i011 it held a charge almost all day, now it can’t go 1 hour worth of using.... can you explain this?😡😤",battery_charging,,battery_charging,,human_reviewed,,,,,,10
2001733,Fri Nov 03 16:06:58 +0000 2017,apple_028015,Anyone else’s iPhone been doing this weird thing?! @AppleSupport @115858 https://t.co/EpJGELn42E,app_problems,,app_problems,,human_reviewed,,,,,,11
1641289,Sun Nov 05 21:51:40 +0000 2017,apple_042630,i️ also hate my phone for not working &amp; changing i’s to boxes @115858 needs to get it together,other_unclear,,screen_display,,human_reviewed,,,,,,12
2558620,Thu Nov 16 16:12:14 +0000 2017,apple_017059,So now I am having an issue with my I-Phone. Its randomly calling people as it sits on my counter and there is no record in my call log. Another person just told me his wife's is doing the same thing. What gives @115858,calls_cellular,,calls_cellular,,human_reviewed,,,,,,13
1738873,Tue Nov 07 13:25:50 +0000 2017,apple_056746,THE WAY MY PHONE BEEN FREEZING UP SINCE I UPDATED IT 🙄 @AppleSupport,ios_software_update,,ios_software_update,,human_reviewed,,,,,,14
807382,Thu Oct 12 17:35:25 +0000 2017,apple_039662,37% sure my headphones are broke 🙄@115858 send me some new ones thx,audio_speaker,,audio_speaker,,human_reviewed,,,,,,15
2278858,Sat Nov 11 06:12:55 +0000 2017,apple_061815,For instance @115858 when are you gunna fix my fuckin I button I️ refuse to change it in my shortcuts it shouldn’t come down to this,device_hardware,,screen_display,,human_reviewed,,,,,,16
