tweet_id,text,candidate_group,bulk_intent,bulk_notes,label_status,conversation_id,created_at
1216323,@AppleSupport It pops up every time I look at my phone after I come out of the subway. Global setting? I just installed iOS and haven’t looked at new features yet but I wish default wasn’t to bother me repeatedly,app_store_downloads,ios_software_update,bulk classification based on message content.,bulk_labeled,apple_013394,Wed Oct 25 17:29:53 +0000 2017
2208149,"@AppleSupport Yes, this is post installation of 11.1.1, and I’m seeing it on Facebook, Twitter and Instagram posts.",app_store_downloads,other_unclear,no clear intent signal.,bulk_labeled,apple_045753,Fri Nov 10 02:38:17 +0000 2017
1470100,@AppleSupport Since I’ve updated this to the ios11.. speaker doesn’t work when  I make calls... car compatibility when changes tracks on Spotify... &amp; more,audio_speaker,apple_music_itunes,bulk classification based on message content.,bulk_labeled,apple_004291,Thu Nov 02 22:58:40 +0000 2017
2081361,"Okay but WHY is my battery dying quicker with iOS 11? @115858 @AppleSupport  This is a 900 dollar device, why y’all playing me?",device_hardware,battery_charging,bulk classification based on message content.,bulk_labeled,apple_065204,Mon Oct 09 22:52:03 +0000 2017
501466,"@AppleSupport Hello again. I’ve updated the software. I can’t find the override for the brightness settings. Where are they, please?",screen_display,ios_software_update,bulk classification based on message content.,bulk_labeled,apple_002654,Wed Nov 29 18:58:49 +0000 2017
2309426,@AppleSupport Now I was kidding it was an old apple device that I wasn’t using and I got locked out of because I forgot the password,device_hardware,apple_id_icloud,bulk classification based on message content.,bulk_labeled,apple_054236,Mon Nov 13 03:37:52 +0000 2017
2123938,Mi iPhone 7 Plus presenta algunos problemas con App que se cierran u demoran para responder abrir la app que presiono. @119459 @119460 @624212 @AppleSupport @115858,other_unclear,device_hardware,bulk classification based on message content.,bulk_labeled,apple_077977,Wed Nov 08 16:29:57 +0000 2017
2296194,"@AppleSupport @666679 Great question, dont even think of updating ios11. Your device will behave like a piece of crap",device_hardware,ios_software_update,bulk classification based on message content.,bulk_labeled,apple_013442,Mon Nov 13 15:08:55 +0000 2017
1016750,@158636 @116333 Mine keeps dropping the WiFi signal ever since the update 😡😡,calls_cellular,wifi_connectivity,bulk classification based on message content.,bulk_labeled,apple_013095,Sun Oct 22 23:45:06 +0000 2017
1713069,"@AppleSupport Okay, I finally solved it: I had to associate the old watch with another account to make it disappear from this list in my Mac.",apple_id_icloud,device_hardware,bulk classification based on message content.,bulk_labeled,apple_072708,Tue Nov 07 17:57:41 +0000 2017
1496683,"@AppleSupport After updating this iOS my phone now hangs up on callers , it takes itself off speaker and then after you up it back on speaker it hangs up",ios_software_update,calls_cellular,bulk classification based on message content.,bulk_labeled,apple_052943,Fri Nov 03 12:54:24 +0000 2017
2113948,@AppleSupport my phone stops working after some time using it and freezes when i use certain apps meaning i have to restart my phone a lot more. and the battery life has changed dramatically.,calls_cellular,battery_charging,bulk classification based on message content.,bulk_labeled,apple_051817,Wed Nov 08 14:41:10 +0000 2017
1871929,"@AppleSupport iPhone 6, Too many random issues, here are a few: sometimes does not turn on the screen even though I hit power or home button",app_problems,battery_charging,bulk classification based on message content.,bulk_labeled,apple_071301,Fri Oct 20 01:59:27 +0000 2017
1778976,@AppleSupport It’s run iOS 11.0.2  but thank for Learning how to disable wifi and Bluetooth but at least one time see this snapshot.thanks for giving best solution 🤘🏻 https://t.co/O4OXqJKLAn,ios_software_update,wifi_connectivity,bulk classification based on message content.,bulk_labeled,apple_027361,Wed Oct 11 17:25:32 +0000 2017
2401838,@AppleSupport warum funktioniert eigentlich nach jedem iOS Update BT Audio im BMW nicht mehr? Jetzt mit iOS 11 ist es extrem. Steuerung nur noch über iPhone möglich. Danke für eine Info!,ios_software_update,audio_speaker,bulk classification based on message content.,bulk_labeled,apple_047041,Fri Oct 20 06:43:14 +0000 2017
1636580,@AppleSupport I think that did it- thank you!,app_problems,other_unclear,no clear intent signal.,bulk_labeled,apple_015117,Mon Nov 06 03:00:35 +0000 2017
1570373,"Can we record incoming incoming phone calls on iPhone 6? iOS 11? @AppleSupport if yes, then how?",ios_software_update,calls_cellular,bulk classification based on message content.,bulk_labeled,apple_052038,Sat Nov 04 10:39:57 +0000 2017
2261521,"@116333 @AppleSupport @144811 Every time I️ connect my phone via USB this song starts, this is getting really old! Why can’t iOS remember what I was listening to last and start there? Any car, any iPhone, any iOS, Please fix this, it’s killing me! https://t.co/yxtLKBdYpn",wifi_connectivity,apple_music_itunes,bulk classification based on message content.,bulk_labeled,apple_008053,Sat Nov 11 00:58:22 +0000 2017
1977405,@AppleSupport after updating to iOS 11.1 battery indicator for Bluetooth speakers or headphones are not shown!,audio_speaker,battery_charging,bulk classification based on message content.,bulk_labeled,apple_029919,Wed Nov 01 19:30:23 +0000 2017
875948,@115858 ios 11 made my phone bug and now its hella slow!! Sos,other_unclear,ios_software_update,bulk classification based on message content.,bulk_labeled,apple_058733,Mon Oct 09 20:58:11 +0000 2017
1303133,@AppleSupport twee peperdure Canon printers doen het niet meer naar behoren na installatie van High Sierra. Canon kan het niet oplossen.😡,app_store_downloads,other_unclear,no clear intent signal.,bulk_labeled,apple_067818,Tue Oct 17 21:44:25 +0000 2017
2627791,@115858 can’t access my iCloud account because I’ve changed my number so don’t have access to trusty device for two factor authentication??,device_hardware,apple_id_icloud,bulk classification based on message content.,bulk_labeled,apple_046625,Fri Nov 17 14:56:32 +0000 2017
1458765,My new phone is on the way. Does it come with a new T-mobile SIM card or do I put the one from my 7 plus in it @AppleSupport?,device_hardware,calls_cellular,bulk classification based on message content.,bulk_labeled,apple_040065,Fri Nov 03 19:40:36 +0000 2017
1407820,@AppleSupport what do you have to do to get an Apple ID and iCloud password reset?! The ‘call’ never comes?! Can’t they do it in store?,calls_cellular,apple_id_icloud,bulk classification based on message content.,bulk_labeled,apple_012139,Mon Oct 16 16:57:47 +0000 2017
1248736,"Hey @115858 ever since I updated to your most recent software, my phone performs worse and battery lasts 1/4 as long as it used to?",ios_software_update,battery_charging,bulk classification based on message content.,bulk_labeled,apple_050850,Thu Oct 26 02:00:33 +0000 2017
375087,"@AppleSupport updated to 11.0.2 on WiFi. Wont connect to same WiFi after update. Tried restart, reentered passwords etc. Suggestions?",apple_id_icloud,wifi_connectivity,bulk classification based on message content.,bulk_labeled,apple_032064,Mon Oct 09 01:00:49 +0000 2017
2369427,"@AppleSupport and yes I deleted the cache, and the apple cookies and rebooted .. odd that it won't let me login .. on Chrome it also fails, but it at least sends the 2 factor ID, I just can't enter it anywhere ..",apple_id_icloud,other_unclear,no clear intent signal.,bulk_labeled,apple_022176,Tue Nov 14 00:27:10 +0000 2017
619440,@AppleSupport So I took the #crapple #apple update and the battery is still 💩 I got to 10% battery in no time and then the screen went black,ios_software_update,battery_charging,bulk classification based on message content.,bulk_labeled,apple_041312,Thu Nov 16 04:19:43 +0000 2017
1984617,@AppleSupport my letter i is broken and automatically changes I️t when I️ text on messages. Not here. See attached photo. https://t.co/L0db2I7aec,device_hardware,calls_cellular,bulk classification based on message content.,bulk_labeled,apple_065229,Thu Nov 02 01:34:17 +0000 2017
1335682,#phishing @AppleSupport hxxp://www.souqalharamain.com/admincontrol/js/nessecary-update//05e37a709c27b72f21062381681ce183/login.php? https://t.co/qvkjeo089G,apple_id_icloud,ios_software_update,bulk classification based on message content.,bulk_labeled,apple_034574,Mon Oct 16 06:47:09 +0000 2017
2212937,"@AppleSupport serysouly I have many big issues since you made the laste big update, I relay want go to concurrence... give me one argument to don’t do it, bug with phone call, slow down, the screen wake up when you pull it back in pocket and stop the music...",calls_cellular,apple_music_itunes,bulk classification based on message content.,bulk_labeled,apple_034959,Fri Nov 10 03:38:30 +0000 2017
1795402,Hi @AppleSupport - why does my phone no longer charge since updating to #iOS11 ? Presume you will fund a new device for me?!,device_hardware,battery_charging,bulk classification based on message content.,bulk_labeled,apple_028365,Thu Oct 12 09:22:09 +0000 2017
293819,"@AppleSupport why I can’t download my videos from the links, I don’t need download from YouTube 
I stop watching my movie and drama ☹️💔",app_store_downloads,other_unclear,no clear intent signal.,bulk_labeled,apple_047435,Sat Oct 07 04:52:35 +0000 2017
2958698,@AppleSupport I have restarted my phone and it is working now. Must be a bug?,app_problems,other_unclear,no clear intent signal.,bulk_labeled,apple_045892,Wed Nov 29 20:13:05 +0000 2017
2287865,@AppleSupport Also is the update to fix autocorrect or is it to fix the shit tons of vine compilations in my recommended?,other_unclear,ios_software_update,bulk classification based on message content.,bulk_labeled,,Sun Nov 12 03:18:39 +0000 2017
2850850,@AppleSupport I am an Apple Music subscriber. Error occurs with both downloading/streaming. I get the error in the attached screen grab. https://t.co/ZeWcHRONXL,app_store_downloads,apple_music_itunes,bulk classification based on message content.,bulk_labeled,apple_011407,Mon Nov 27 19:35:31 +0000 2017
1725718,"If your good with iPhones please hmu, mine just committed suicide @AppleSupport @115858",other_unclear,device_hardware,bulk classification based on message content.,bulk_labeled,apple_071201,Tue Nov 07 02:59:09 +0000 2017
2341707,@115858 Turning my iPad on after nine months and its not recognising that the wifi is on. I cannot run updates or sign in using apple ID. I didn't charge the iPad in between 😢 HELP!!!!,apple_id_icloud,wifi_connectivity,bulk classification based on message content.,bulk_labeled,apple_071395,Mon Nov 13 11:48:13 +0000 2017
2689473,"@AppleSupport The charger for our MacBook Air just died, with an orange spark and a burning smell 😳. One of the prongs has singed. Could have been serious! Is this normal??? #apple https://t.co/7fVWIIcxcN",app_problems,battery_charging,bulk classification based on message content.,bulk_labeled,apple_046172,Sun Nov 19 13:27:35 +0000 2017
2924693,@AppleSupport Apple Music,other_unclear,apple_music_itunes,bulk classification based on message content.,bulk_labeled,apple_054416,Wed Nov 29 03:28:54 +0000 2017
