query_number,query_tweet_id,query_conversation_id,query_text,true_intent,predicted_intent,prediction_confidence,rank,final_score,similarity,semantic_similarity,retrieval_score,evidence_quality_score,evidence_quality_reason,actionable,generic_response,evidence_relevance_score,problem_match_score,problem_match_reason,entity_overlap,entity_mismatch,issue_overlap,issue_mismatch,relevance_accepted,relevance_reason,historical_conversation_id,historical_intent,intent_match,historical_customer,historical_response,diagnostic_relevance
43,2736443,apple_033584,WHY ARE MY MESSAGES COMING FROM MY EMAIL WTF @AppleSupport,other_unclear,other_unclear,0.15065681200517272,1,0.5034799904231101,0.4363888575918631,0.4363888575918631,0.5034799904231101,0.93,troubleshooting guidance + link provided,True,False,0.5821,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_017488,other_unclear,True,@AppleSupport why are my messages coming thru with question marks when I️ text the letter “eye”,@519815 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1
43,2736443,apple_033584,WHY ARE MY MESSAGES COMING FROM MY EMAIL WTF @AppleSupport,other_unclear,other_unclear,0.15065681200517272,2,0.49693676045989854,0.25668875967287097,0.25668875967287097,0.49693676045989854,1.0,troubleshooting guidance + support resource link,True,False,0.6742,0.7,intent and entity alignment (mail),['mail'],False,['mail'],False,True,intent agreement + entity overlap (mail) + problem: intent and entity alignment (mail) + ACCEPTED: grounded evidence,apple_035420,other_unclear,True,"Oi, @AppleSupport ...where are my Email &amp; phone icons?.... https://t.co/orwoVC1gNO",@313808 We can help. Let's try restarting your device by following the steps from here: https://t.co/OWRDHWSt4h,1
43,2736443,apple_033584,WHY ARE MY MESSAGES COMING FROM MY EMAIL WTF @AppleSupport,other_unclear,other_unclear,0.15065681200517272,3,0.4477458772117585,0.29245921828687194,0.29245921828687194,0.4477458772117585,0.6,substantive response,False,False,0.6431,0.7,intent and entity alignment (mail),['mail'],False,['mail'],False,True,intent agreement + entity overlap (mail) + problem: intent and entity alignment (mail) + ACCEPTED: grounded evidence,apple_023173,other_unclear,True,@AppleSupport so... why are ALL my messages gone?,"@726043 Thanks for reaching out to us for support. We would love to help you. When you have a free moment, can you please tell us if your referring to text messages or e-mail messages? Also, can you please tell us if you're using an iOS device or computer?",1
43,2736443,apple_033584,WHY ARE MY MESSAGES COMING FROM MY EMAIL WTF @AppleSupport,other_unclear,other_unclear,0.15065681200517272,4,0.43448830137491573,0.2590466714909324,0.2590466714909324,0.43448830137491573,0.6,substantive response,False,False,0.6348,0.7,intent and entity alignment (mail),['mail'],False,['mail'],False,True,intent agreement + entity overlap (mail) + problem: intent and entity alignment (mail) + ACCEPTED: grounded evidence,apple_027450,other_unclear,True,@applesupport Yo. Where’s my email?,@432116 We can help get this sorted out. Is this in reference to an iPhone X preorder?,0
43,2736443,apple_033584,WHY ARE MY MESSAGES COMING FROM MY EMAIL WTF @AppleSupport,other_unclear,other_unclear,0.15065681200517272,5,0.41769363874423493,0.20594326387004874,0.20594326387004874,0.41769363874423493,0.6,substantive response,False,False,0.6215,0.7,intent and entity alignment (mail),['mail'],False,['mail'],False,True,intent agreement + entity overlap (mail) + problem: intent and entity alignment (mail) + ACCEPTED: grounded evidence,apple_013078,other_unclear,True,@AppleSupport How can I stop my email from updating automatically???,@331579 We can help you with email questions. Are you checking your email on an iOS device or Mac?,1
44,1924839,apple_007973,Is anybody looking into the mail and messages apps syncing issues with @133941 accounts or are we doomed? @115858,app_problems,app_problems,0.20028419413147372,1,0.517057757306564,0.27562370984759316,0.27562370984759316,0.517057757306564,1.0,troubleshooting guidance + diagnostic questions,True,False,0.7189,0.7,intent and entity alignment (mail),['mail'],False,['mail'],False,True,intent agreement + entity overlap (mail) + problem: intent and entity alignment (mail) + ACCEPTED: grounded evidence,apple_030114,app_problems,True,@AppleSupport Any app. Including mail and messages.,@419599 Let's take a look &amp; get you back to enjoying the update. Does this happen with any app or just specific ones?,1
44,1924839,apple_007973,Is anybody looking into the mail and messages apps syncing issues with @133941 accounts or are we doomed? @115858,app_problems,app_problems,0.20028419413147372,2,0.43918861552334665,0.07576344942270134,0.07576344942270134,0.43918861552334665,1.0,troubleshooting guidance + diagnostic questions,True,False,0.6689,0.7,intent and entity alignment (mail),['mail'],False,['mail'],False,True,intent agreement + entity overlap (mail) + problem: intent and entity alignment (mail) + ACCEPTED: grounded evidence,apple_011041,app_problems,True,Does anyone else still use an #iPad2? I can no longer use the Mail app. It crashes every time. @AppleSupport,"@419118 Which version of iOS are you using? Check Settings &gt; General &gt; About, and be sure to restart your iPad.",1
44,1924839,apple_007973,Is anybody looking into the mail and messages apps syncing issues with @133941 accounts or are we doomed? @115858,app_problems,app_problems,0.20028419413147372,3,0.43791277552785784,0.20226397231326074,0.20226397231326074,0.43791277552785784,0.75,support resource link,False,False,0.6356,0.7,intent and entity alignment (mail),['mail'],False,['mail'],False,True,intent agreement + entity overlap (mail) + problem: intent and entity alignment (mail) + ACCEPTED: grounded evidence,apple_071807,app_problems,True,"@AppleSupport issues with storage, mail says 4.1gb used even though I've deleted all mail and the mail app! Pls advise what I can do?","@608369 Thank you for reaching out about your memory and the Mail app. We'd be happy to help; just DM your model number, iOS, &amp; country. https://t.co/GDrqU22YpT",1
44,1924839,apple_007973,Is anybody looking into the mail and messages apps syncing issues with @133941 accounts or are we doomed? @115858,app_problems,app_problems,0.20028419413147372,4,0.41045827301315296,0.05010873533710092,0.05010873533710092,0.41045827301315296,1.0,troubleshooting guidance + diagnostic questions,True,False,0.6225,0.7,intent and entity alignment (mail),['mail'],False,['mail'],False,True,intent agreement + entity overlap (mail) + problem: intent and entity alignment (mail) + ACCEPTED: grounded evidence,apple_038955,app_problems,True,@AppleSupport Native mail app. Prefer not to switch to Yahoo mail app. Only updated from 11.0.3 to fix character issues when typing letters A and I.,"@663979 We know it's essential for your Mail app to work. Is this happening in the native Mail app, or using another application? Are you able to sign in without error using webmail from a computer?",1
44,1924839,apple_007973,Is anybody looking into the mail and messages apps syncing issues with @133941 accounts or are we doomed? @115858,app_problems,app_problems,0.20028419413147372,5,0.404616325478626,0.03616446234845089,0.03616446234845089,0.404616325478626,1.0,troubleshooting guidance + diagnostic questions,True,False,0.619,0.7,intent and entity alignment (mail),['mail'],False,['mail'],False,True,intent agreement + entity overlap (mail) + problem: intent and entity alignment (mail) + ACCEPTED: grounded evidence,apple_073023,app_problems,True,@AppleSupport any ideas on what’s going on with Mail in #iOS11 ? The app keeps crashing upon startup for some reason. https://t.co/HhCkS2YgPk,@176391 Which iOS version is your device currently running? We want to make sure that you're running the latest version.,1
45,689396,apple_026709,@AppleSupport since the last 2 updates the battery on my 6s drains within an hour .current update 11.1.2 has not fixed either any ideas,ios_software_update,battery_charging,1.0,1,0.5477899465044169,0.2853919820405779,0.2853919820405779,0.5477899465044169,0.95,diagnostic questions + support resource link,True,False,0.7788,0.95,exact problem match (battery:draining),['battery'],False,['battery:draining'],False,True,intent agreement + entity overlap (battery) + problem: exact problem match (battery:draining) + ACCEPTED: grounded evidence,apple_051658,battery_charging,True,Hey @AppleSupport I installed iOS 11 and now my battery drains within an hour. What gives?????? How to fix this????,@605787 We'd like to help you with that battery drain. Let us know which device you're using and the version of iOS 11 installed via DM. https://t.co/GDrqU22YpT,1
45,689396,apple_026709,@AppleSupport since the last 2 updates the battery on my 6s drains within an hour .current update 11.1.2 has not fixed either any ideas,ios_software_update,battery_charging,1.0,2,0.4808769456849258,0.13237563949322143,0.13237563949322143,0.4808769456849258,0.93,troubleshooting guidance + link provided,True,False,0.7386,0.95,exact problem match (battery:draining),['battery'],False,['battery:draining'],False,True,intent agreement + entity overlap (battery) + problem: exact problem match (battery:draining) + ACCEPTED: grounded evidence,apple_069638,battery_charging,True,@AppleSupport Yes and the battery life is definitely worse since the last upgrade,@577280 We want you to have good battery life with every update. Is everything set up for good battery life? https://t.co/bivpdfBNJ6,0
45,689396,apple_026709,@AppleSupport since the last 2 updates the battery on my 6s drains within an hour .current update 11.1.2 has not fixed either any ideas,ios_software_update,battery_charging,1.0,3,0.47969554354409105,0.16565537105912098,0.16565537105912098,0.47969554354409105,0.95,diagnostic questions + support resource link,True,False,0.7089,0.95,exact problem match (battery:draining),['battery'],False,['battery:draining'],False,True,intent agreement + entity overlap (battery) + problem: exact problem match (battery:draining) + ACCEPTED: grounded evidence,apple_028759,battery_charging,True,@115858 iOS 11.1 drains battery on my iPhone 7 - FIX IT,@531262 We want to help you with this issue. Have you tried all the steps from this article? https://t.co/bivpdfBNJ6,0
45,689396,apple_026709,@AppleSupport since the last 2 updates the battery on my 6s drains within an hour .current update 11.1.2 has not fixed either any ideas,ios_software_update,battery_charging,1.0,4,0.4795165976553256,0.17211306423309025,0.17211306423309025,0.4795165976553256,1.0,troubleshooting guidance + support resource link,True,False,0.693,0.7,intent and entity alignment (battery),['battery'],False,['battery'],False,True,intent agreement + entity overlap (battery) + problem: intent and entity alignment (battery) + ACCEPTED: grounded evidence,apple_049673,battery_charging,True,Since this @115858 #update the battery on my 6 has be horrible,@162083 We're here to help. DM us the exact iOS version you are running to get started. Find this in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,0
45,689396,apple_026709,@AppleSupport since the last 2 updates the battery on my 6s drains within an hour .current update 11.1.2 has not fixed either any ideas,ios_software_update,battery_charging,1.0,5,0.4773194857197136,0.15994929973762595,0.15994929973762595,0.4773194857197136,0.95,diagnostic questions + support resource link,True,False,0.7075,0.95,exact problem match (battery:draining),['battery'],False,['battery:draining'],False,True,intent agreement + entity overlap (battery) + problem: exact problem match (battery:draining) + ACCEPTED: grounded evidence,apple_056303,battery_charging,True,"For real, the latest @115858 update is KILLER on iPhone battery life. Twice now my phone has gone from full to dead “mysteriously” within an hour.",@667924 We can help. Which iOS version are you updated to? Let us know in DM. https://t.co/GDrqU22YpT,0
46,500083,apple_008659,@O2 after 11 year as a loyal customer I get treated like this. All I want is my iPhone unlocking so I can use a @122326 sim. @115858 they have blamed you for the hold up as they need to get a code from you is this true?,calls_cellular,calls_cellular,0.22878362212193742,1,0.4327873208534294,0.07381477403081513,0.07381477403081513,0.4327873208534294,1.0,troubleshooting guidance + diagnostic questions,True,False,0.656,0.8,strongly related problem in calls (sim_issue vs cellular_data),['iphone'],False,['calls'],False,True,intent agreement + entity overlap (iphone) + problem: strongly related problem in calls (sim_issue vs cellular_data) + ACCEPTED: grounded evidence,apple_046476,calls_cellular,True,"@AppleSupport My iPhone 8plus, mobile data stopped working after 11.0.3 update. @115858 Fix soon",@646860 Let's get that cellular data working again. What happens when you try to use cellular data?,1
46,500083,apple_008659,@O2 after 11 year as a loyal customer I get treated like this. All I want is my iPhone unlocking so I can use a @122326 sim. @115858 they have blamed you for the hold up as they need to get a code from you is this true?,calls_cellular,calls_cellular,0.22878362212193742,2,0.43081584229136943,0.130336288741647,0.130336288741647,0.43081584229136943,0.85,troubleshooting guidance,True,False,0.6526,0.95,exact problem match (calls:sim_issue),['sim'],False,['calls:sim_issue'],False,True,intent agreement + entity overlap (sim) + problem: exact problem match (calls:sim_issue) + ACCEPTED: grounded evidence,apple_020170,calls_cellular,True,@AppleSupport Sim e não... https://t.co/SVSZbRG4yq,"@669485 We want you to have a good experience with the update. Just so we understand correctly, the album art isn't displaying in the Music app?",1
46,500083,apple_008659,@O2 after 11 year as a loyal customer I get treated like this. All I want is my iPhone unlocking so I can use a @122326 sim. @115858 they have blamed you for the hold up as they need to get a code from you is this true?,calls_cellular,calls_cellular,0.22878362212193742,3,0.4267584180621599,0.05649809824235254,0.05649809824235254,0.4267584180621599,0.9,troubleshooting guidance + support resource link,True,False,0.6766,0.95,exact problem match (calls:sim_issue),"['iphone', 'sim']",False,['calls:sim_issue'],False,True,"intent agreement + entity overlap (iphone, sim) + problem: exact problem match (calls:sim_issue) + ACCEPTED: grounded evidence",apple_002064,calls_cellular,True,@AppleSupport It is a very simple question. Yes or no. Will a sim free model available nov 3 for iPhone X. Why is this so difficult #givingmetherunaround,@412538 Thanks for reaching out. For more details please follow this link:  https://t.co/8yjRd1Xo0i,1
46,500083,apple_008659,@O2 after 11 year as a loyal customer I get treated like this. All I want is my iPhone unlocking so I can use a @122326 sim. @115858 they have blamed you for the hold up as they need to get a code from you is this true?,calls_cellular,calls_cellular,0.22878362212193742,4,0.40094163310532627,0.06768507550760224,0.06768507550760224,0.40094163310532627,1.0,troubleshooting guidance + support resource link,True,False,0.5894,0.7,intent and entity alignment (iphone),['iphone'],False,['iphone'],False,True,intent agreement + entity overlap (iphone) + problem: intent and entity alignment (iphone) + ACCEPTED: grounded evidence,apple_010793,calls_cellular,True,Hey @117735 &amp; @115858 - which one of you is the reason my iPhone won’t let me make outbound calls?,"@718408 We'd love to help. Let's begin by restarting your iPhone. This will refresh network connectivity as well as the iPhone's software. Restart your iPhone: https://t.co/OWRDHWSt4h
Let us know how that goes?",1
46,500083,apple_008659,@O2 after 11 year as a loyal customer I get treated like this. All I want is my iPhone unlocking so I can use a @122326 sim. @115858 they have blamed you for the hold up as they need to get a code from you is this true?,calls_cellular,calls_cellular,0.22878362212193742,5,0.39724777648890447,0.08304828917942617,0.08304828917942617,0.39724777648890447,0.93,troubleshooting guidance + link provided,True,False,0.5863,0.7,intent and entity alignment (iphone),['iphone'],False,['iphone'],False,True,intent agreement + entity overlap (iphone) + problem: intent and entity alignment (iphone) + ACCEPTED: grounded evidence,apple_058490,calls_cellular,True,@115858 @AppleSupport why is my iPhone doing this: I️ I️ I️,@525238 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1
47,2284493,apple_002688,@115858 stop turning my bluetooth on every time my phone restarts.,other_unclear,other_unclear,0.14232523673528172,1,0.56446481050231,0.453888269615392,0.453888269615392,0.56446481050231,0.85,troubleshooting guidance,True,False,0.7235,0.7,intent and entity alignment (bluetooth),['bluetooth'],False,['bluetooth'],False,True,intent agreement + entity overlap (bluetooth) + problem: intent and entity alignment (bluetooth) + ACCEPTED: grounded evidence,apple_041940,other_unclear,True,Can you stop turning my Bluetooth on I have it off for a reason @115858,@116382 We'd like to help you out. Could you clarify what steps you're taking to turn off Bluetooth on your device?,1
47,2284493,apple_002688,@115858 stop turning my bluetooth on every time my phone restarts.,other_unclear,other_unclear,0.14232523673528172,2,0.540197917709703,0.34394744349576134,0.34394744349576134,0.540197917709703,1.0,troubleshooting guidance + support resource link,True,False,0.711,0.7,intent and entity alignment (bluetooth),['bluetooth'],False,['bluetooth'],False,True,intent agreement + entity overlap (bluetooth) + problem: intent and entity alignment (bluetooth) + ACCEPTED: grounded evidence,apple_021728,other_unclear,True,"Hey, @AppleSupport can you please do an update that will stop turning my Bluetooth back on?","@707260 We can help you with this. If you would like to turn off your Bluetooth, head to Settings &gt; Bluetooth to do that. If you try to do it from the Control Center, it will immediately disconnect your device but won't turn it off: https://t.co/G7BHuQnDS6",1
47,2284493,apple_002688,@115858 stop turning my bluetooth on every time my phone restarts.,other_unclear,other_unclear,0.14232523673528172,3,0.529292340795642,0.31786712678314394,0.31786712678314394,0.529292340795642,1.0,troubleshooting guidance + support resource link,True,False,0.7045,0.7,intent and entity alignment (bluetooth),['bluetooth'],False,['bluetooth'],False,True,intent agreement + entity overlap (bluetooth) + problem: intent and entity alignment (bluetooth) + ACCEPTED: grounded evidence,apple_012953,other_unclear,True,Hey @115858 why does this new iPhone update keep turning my Bluetooth on by itself 🤔🤔,@193853 We're glad you reached out. Check out this article and let us know if that resolves the issue: https://t.co/G7BHuQnDS6,1
47,2284493,apple_002688,@115858 stop turning my bluetooth on every time my phone restarts.,other_unclear,other_unclear,0.14232523673528172,4,0.5202247911778417,0.32052219339163956,0.32052219339163956,0.5202247911778417,0.93,troubleshooting guidance + link provided,True,False,0.6981,0.7,intent and entity alignment (bluetooth),['bluetooth'],False,['bluetooth'],False,True,intent agreement + entity overlap (bluetooth) + problem: intent and entity alignment (bluetooth) + ACCEPTED: grounded evidence,apple_009847,other_unclear,True,@AppleSupport what's with my Bluetooth turning on every time I turn my phone on? My wife's does it too.,@388046 We'd be happy to assist with your Bluetooth today. Send us a DM to get started. https://t.co/GDrqU22YpT,1
47,2284493,apple_002688,@115858 stop turning my bluetooth on every time my phone restarts.,other_unclear,other_unclear,0.14232523673528172,5,0.49759225882562347,0.2941740484497499,0.2941740484497499,0.49759225882562347,0.85,troubleshooting guidance,True,False,0.6835,0.7,intent and entity alignment (bluetooth),['bluetooth'],False,['bluetooth'],False,True,intent agreement + entity overlap (bluetooth) + problem: intent and entity alignment (bluetooth) + ACCEPTED: grounded evidence,apple_070925,other_unclear,True,"Seriously @115858, what the fuck with turning Bluetooth on every time I restart my phone? #iOS11 #hate #morereboots",@302045 Let's get to the bottom of this together. Are you toggling Bluetooth on and off from Control Center or from Settings?,1
48,2237309,apple_030516,"@AppleSupport Well, hum, after a day with the latest version, there is not much progress. Unplugged the phone at 9 AM, it is now 4:30 PM https://t.co/YpURUCwaQZ",battery_charging,battery_charging,0.2090997033980199,1,0.40548516917244093,0.11341558553085256,0.11341558553085256,0.40548516917244093,1.0,troubleshooting guidance + diagnostic questions,True,False,0.5684,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_019816,battery_charging,True,@AppleSupport Every new version is a little bit more of a battery killer and makes the phone run that little bit slower. I’ve been on here for 5 mins &amp; battery now 30% - an hour after coming off charge at 100%.,@347271 We'd love to partner together and get to the bottom of what you're experiencing on your iPhone. Which iOS version is installed? You'll find that in Settings &gt; General &gt; About.,1
48,2237309,apple_030516,"@AppleSupport Well, hum, after a day with the latest version, there is not much progress. Unplugged the phone at 9 AM, it is now 4:30 PM https://t.co/YpURUCwaQZ",battery_charging,battery_charging,0.2090997033980199,2,0.4013037304107774,0.10342722356463209,0.10342722356463209,0.4013037304107774,1.0,troubleshooting guidance + diagnostic questions,True,False,0.5659,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_003970,battery_charging,True,@AppleSupport I’m using the latest version 11.1. It was doing this prior to the update i did today though,@446862 We're here for you. Which version of the iOS are you running? You can check by tapping Settings &gt; General &gt; About.,1
48,2237309,apple_030516,"@AppleSupport Well, hum, after a day with the latest version, there is not much progress. Unplugged the phone at 9 AM, it is now 4:30 PM https://t.co/YpURUCwaQZ",battery_charging,battery_charging,0.2090997033980199,3,0.3969226492299875,0.11727989944440347,0.11727989944440347,0.3969226492299875,0.93,troubleshooting guidance + link provided,True,False,0.5623,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_038727,battery_charging,True,@AppleSupport Battery on iPhone 7 is now useless after the latest update. Why is this? I’m not the only one...,@171613 We'd like to take a closer look at your battery since the update. DM us and we'll get started. https://t.co/GDrqU22YpT,1
48,2237309,apple_030516,"@AppleSupport Well, hum, after a day with the latest version, there is not much progress. Unplugged the phone at 9 AM, it is now 4:30 PM https://t.co/YpURUCwaQZ",battery_charging,battery_charging,0.2090997033980199,4,0.38157697705555493,0.10827443482207474,0.10827443482207474,0.38157697705555493,0.85,troubleshooting guidance,True,False,0.5521,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_037101,battery_charging,True,"@AppleSupport After a day of using and watching energy section,there is no high impact process...seems the update has an issue related to battery life😑","@334936 Hey there. Battery life is important, so we’d like to help. How long would you say it has been since doing that update?",1
48,2237309,apple_030516,"@AppleSupport Well, hum, after a day with the latest version, there is not much progress. Unplugged the phone at 9 AM, it is now 4:30 PM https://t.co/YpURUCwaQZ",battery_charging,battery_charging,0.2090997033980199,5,0.39591742104763783,0.2029490883909733,0.2029490883909733,0.39591742104763783,0.8,diagnostic questions,True,False,0.5307,0.5,intent alignment without specific issue keywords,[],False,[],False,False,intent agreement + problem: intent alignment without specific issue keywords + rejected: below threshold,apple_014264,battery_charging,True,"@AppleSupport It is 11.02, updated to the latest version. https://t.co/Lq5ljInSgE","@350157 We can help. To start, let us know which version of iOS 11 your iPhone is on, and we’ll take it from there.",1
49,585903,apple_023412,@115858 I didn't buy a damn iPhone for it to respring everytime I tap on the screen. Get your shit together. #iPhone #Respring #SoftReboot,ios_software_update,screen_display,1.0,1,0.46537028083147003,0.22161856480872566,0.22161856480872566,0.46537028083147003,1.0,troubleshooting guidance + diagnostic questions + support resource link,True,False,0.6279,0.7,intent and entity alignment (screen),['screen'],False,['screen'],False,True,intent agreement + entity overlap (screen) + problem: intent and entity alignment (screen) + ACCEPTED: grounded evidence,apple_017192,screen_display,True,how come when i type long messages my screen goes black and goes to my home screen?????? @115858 get your shit together,@748067 Which iOS version is your device running? You can find it by navigating to: Settings &gt; General &gt; About. Let's work on this together in DM. Follow us there using the link below: https://t.co/GDrqU22YpT,1
49,585903,apple_023412,@115858 I didn't buy a damn iPhone for it to respring everytime I tap on the screen. Get your shit together. #iPhone #Respring #SoftReboot,ios_software_update,screen_display,1.0,2,0.4603447004856662,0.16931274668518384,0.16931274668518384,0.4603447004856662,1.0,troubleshooting guidance + diagnostic questions,True,False,0.6523,0.7,"intent and entity alignment (screen, iphone)","['screen', 'iphone']",False,"['screen', 'iphone']",False,True,"intent agreement + entity overlap (screen, iphone) + problem: intent and entity alignment (screen, iphone) + ACCEPTED: grounded evidence",apple_065829,screen_display,True,Hey @AppleSupport can you please get your shit together and fix this? It came with the update.. that’s what I have for a lock screen now 😡 https://t.co/W1KQMAH4bX,@196206 We're here for you. Have you tried restarting your iPhone since this issue started?,1
49,585903,apple_023412,@115858 I didn't buy a damn iPhone for it to respring everytime I tap on the screen. Get your shit together. #iPhone #Respring #SoftReboot,ios_software_update,screen_display,1.0,3,0.4584080341617953,0.16460141882939625,0.16460141882939625,0.4584080341617953,1.0,troubleshooting guidance + support resource link,True,False,0.6512,0.7,"intent and entity alignment (screen, iphone)","['screen', 'iphone']",False,"['screen', 'iphone']",False,True,"intent agreement + entity overlap (screen, iphone) + problem: intent and entity alignment (screen, iphone) + ACCEPTED: grounded evidence",apple_030696,screen_display,True,Why is this the screen I get on my voicemail on my #iPhoneX which doesnt work @117735 @ATT @115858 @AppleSupport https://t.co/TC5e94eHMP,@517285 We're here to help. Have you already set up your voicemail on your phone? Check out this article. https://t.co/ri8ahAtZqp:,0
49,585903,apple_023412,@115858 I didn't buy a damn iPhone for it to respring everytime I tap on the screen. Get your shit together. #iPhone #Respring #SoftReboot,ios_software_update,screen_display,1.0,4,0.4474756930506615,0.1385806962439917,0.1385806962439917,0.4474756930506615,1.0,troubleshooting guidance + support resource link,True,False,0.6446,0.7,"intent and entity alignment (screen, iphone)","['screen', 'iphone']",False,"['screen', 'iphone']",False,True,"intent agreement + entity overlap (screen, iphone) + problem: intent and entity alignment (screen, iphone) + ACCEPTED: grounded evidence",apple_057169,screen_display,True,@AppleSupport It was the zoom feature. Somehow my phone was registering a three finger double tap on the screen even tho the phone was in my pocket.,@670601 We can help. Does this issue replicate after you restart your iPhone? Follow the steps here: https://t.co/OWRDHWSt4h  DM us if this continues after restarting: https://t.co/GDrqU22YpT,0
49,585903,apple_023412,@115858 I didn't buy a damn iPhone for it to respring everytime I tap on the screen. Get your shit together. #iPhone #Respring #SoftReboot,ios_software_update,screen_display,1.0,5,0.43520540337403224,0.10921700449030138,0.10921700449030138,0.43520540337403224,1.0,troubleshooting guidance + diagnostic questions,True,False,0.6373,0.7,"intent and entity alignment (screen, iphone)","['screen', 'iphone']",False,"['screen', 'iphone']",False,True,"intent agreement + entity overlap (screen, iphone) + problem: intent and entity alignment (screen, iphone) + ACCEPTED: grounded evidence",apple_075467,screen_display,True,"Ever since I updated my iPhone 7+ , my phone is so laggy and my touch screen trips out on me .@AppleSupport please fix my iPhone and get your bugs situated in the updates!!! I didn’t pay $800 for a piece of shit.",@331076 We want to help. Please tell us which version of iOS you have installed on your iPhone. You can view this in Settings &gt; General &gt; About.,1
50,1798495,apple_038680,"@AppleSupport my phone dies so quickly, now. Not sure if it’s due to the update or another problem... 😞",battery_charging,battery_charging,0.21305856827706793,1,0.46333728652923767,0.25173949846156096,0.25173949846156096,0.46333728652923767,1.0,troubleshooting guidance + diagnostic questions,True,False,0.6029,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_014466,battery_charging,True,"@AppleSupport,
Why does our iPhone dies so quickly? Thank you.",@346346 We'd like to see what is going on with your iPhone. Which iOS version are you running? Check here: Settings &gt; General &gt; About.,1
50,1798495,apple_038680,"@AppleSupport my phone dies so quickly, now. Not sure if it’s due to the update or another problem... 😞",battery_charging,battery_charging,0.21305856827706793,2,0.44059106899654565,0.2577159117534171,0.2577159117534171,0.44059106899654565,0.95,diagnostic questions + support resource link,True,False,0.5594,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_055890,battery_charging,True,@AppleSupport this IOS 11 sucks omg 😮 my battery life dies so quickly Wtf,@613149 We'd love to help with your battery life! Which version of iOS 11 have you updated to? Send us a DM to let us know. https://t.co/GDrqU22YpT,1
50,1798495,apple_038680,"@AppleSupport my phone dies so quickly, now. Not sure if it’s due to the update or another problem... 😞",battery_charging,battery_charging,0.21305856827706793,3,0.43787483171761316,0.21508114940396428,0.21508114940396428,0.43787483171761316,0.93,troubleshooting guidance + link provided,True,False,0.5868,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_077238,battery_charging,True,"@AppleSupport hi! Ever since I did the update my phone can’t keep stable wifi, insta crashes and the battery dies so quickly. What do I do?",@604011 We're here for you! Have you had the chance to back up and update to iOS 11.0.2 yet? DM us with details here: https://t.co/GDrqU22YpT,1
50,1798495,apple_038680,"@AppleSupport my phone dies so quickly, now. Not sure if it’s due to the update or another problem... 😞",battery_charging,battery_charging,0.21305856827706793,4,0.42518249620286996,0.16058005295055555,0.16058005295055555,0.42518249620286996,1.0,troubleshooting guidance + support resource link,True,False,0.5801,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_069639,battery_charging,True,"ever since i updated my phone to ios 11 the battery dies so fast, @115858 don’t do this",@208643 Have you had a chance yet to update to iOS 11.0.2? This will help you backup and update if not: https://t.co/80YRnjDFDk,1
50,1798495,apple_038680,"@AppleSupport my phone dies so quickly, now. Not sure if it’s due to the update or another problem... 😞",battery_charging,battery_charging,0.21305856827706793,5,0.4107344967963346,0.17797221175272737,0.17797221175272737,0.4107344967963346,0.85,troubleshooting guidance,True,False,0.5695,0.5,intent alignment without specific issue keywords,[],False,[],False,True,intent agreement + problem: intent alignment without specific issue keywords + ACCEPTED: grounded evidence,apple_037607,battery_charging,True,my battery dies so quickly uno this is apple's way of making sure you get a new phone like do u not understand that im BROKE @115858,@789641 Battery life is important. We want to assist. Which iPhone and iOS version are you using? You can check under Settings &gt; General &gt; About.,1
