tweet_id,conversation_id,customer_message,gold_intent,predicted_intent,reply,evidence_used,correctness_score,groundedness_score,relevance_score,completeness_score,tone_score,unsupported_claims_score,overall_score,judge_decision,judge_reason
2482434,apple_016952,"Wow @115858 ever since my update my #iphone has gotten slower and dumber, I guess I’ll take the #smart out of it and just toss it #good #job",ios_update,ios_update,"Based on a similar Apple Support case, We're here! Let's talk about what's going on with your iPhone. Which iOS version is showing in Settings &gt; General &gt; About?",True,5,5,5,4,5,5,4.8,GOOD,"The reply is safe, relevant, and grounded, providing a clear next step for the customer. It meets the criteria for a good response."
199307,apple_012401,iPhone 6s is officially one year old today... and my Touch ID just randomly stopped working @115858 #helpme #forgotallmypasswords,device_hardware,device_hardware,"Based on a similar Apple Support case, We're here to help. What specifically is going on with your phone? Additionally, if you can access it, what version of iOS are you running under Settings &gt; General &gt; About?",True,2,5,1,1,4,5,3.0,NEEDS_IMPROVEMENT,"The reply is generic, incomplete, and fails to address the customer’s specific Touch ID issue."
1725665,apple_035485,@115858 stop waiting around &amp; fix the “I️” big issue because to programmers who don’t work for you- it’s aggravating &amp; insulting.,ios_update,ios_update,"Based on a similar Apple Support case, That is a feature in iOS 11. Wi-Fi and Bluetooth disconnect from the network or device but don't turn off.",True,1,4,1,1,2,5,2.33,UNSAFE,"The reply is incorrect, irrelevant, and incomplete, providing no useful assistance to the customer."
1192069,apple_026786,"@AppleSupport This is what movies anywhere settings look like, I dont have those settings, that is why I can't connect or disconnect my itunes account https://t.co/ylONULiI1L",apple_id_icloud,apple_music_itunes,"Based on a similar Apple Support case, Great question. While erasing your iPhone 6S Plus would remove the iTunes Store account from the device, it will not remove the iCloud account associated with the device. You'll need to sign out of iCloud prior to erasing to do so.",True,1,1,1,1,4,5,2.17,UNSAFE,"The reply fails to address the customer’s actual technical problem, providing irrelevant and potentially misleading instructions."
417281,apple_033971,I need to rethink life. My iPhone camera sucks @115858,device_hardware,device_hardware,"Based on a similar Apple Support case, Are you turning it off in Photos or Settings? Set the default option in Settings &gt; Camera &gt; Preserve Setting &gt; Toggle off Live Photo.",True,2,5,2,2,3,5,3.17,NEEDS_IMPROVEMENT,"The response is generic, incomplete, and not specifically tailored to the customer's stated problem, so it requires improvement."
1628497,apple_001975,@AppleSupport When can we expect a bug fix for the whole “I️” keyboard issue,ios_update,ios_update,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,2,3,1,1,4,5,2.67,NEEDS_IMPROVEMENT,"The reply fails to answer the customer’s specific question about a bug fix timeline and offers no actionable steps, making it insufficient for the user’s needs."
126398,apple_012909,The act of trying to get data from one @115858 iPhone to another (my new one) must be one of the most complicated and frustrating technological processes I have encountered in a long time. There must be a simpler way.,other_unclear,other_unclear,"Based on a similar Apple Support case, Hey, we want to work with you to get your iPhone back up and running smoothly. Please send us a DM and we'll take a look.",True,1,4,1,1,3,5,2.5,NEEDS_IMPROVEMENT,"The reply is safe but generic, lacks relevance and actionable guidance, and does not address the customer’s specific technical problem."
2410164,apple_069773,@115858 releases overpriced @797 and suddenly my iPhone camera stops working. GTFOH!! @136958 please stop this bull shiitake!,device_hardware,device_hardware,"Based on a similar Apple Support case, We're happy to help out. To clarify, which exact iOS version do you have installed? Regarding Bluetooth this is expected, as outlined here: When taking non-live photos, be sure you're tapping the icon at the top of the camera app.",True,2,5,2,2,4,5,3.33,NEEDS_IMPROVEMENT,"The response is safe but generic, incomplete, and partially irrelevant to the customer’s specific camera issue."
2283119,apple_029392,@115858 what’s the point of having do not disturb on if I keep getting disturbed? Broken ass setting lmao,other_unclear,other_unclear,"Based on a similar Apple Support case, We'd like to help! Let's try the steps in this article:",True,1,1,1,1,3,5,2.0,NEEDS_IMPROVEMENT,"The reply is generic, not tailored to the customer's issue, and lacks actionable guidance."
2276939,apple_049238,"Hey @115858, please fix this. Kind of insane that one of the most commonly used words in the English language autocorrects into “A?”. Thanks. https://t.co/170APxpWqa",ios_update,ios_update,You're welcome! Glad to hear that helped.,False,1,1,1,1,3,5,2.0,UNSAFE,"The reply is materially incorrect and irrelevant to the customer’s problem, providing no useful assistance."
1976581,apple_017759,Wtf @115858??? https://t.co/UOdELVJ60d,other_unclear,other_unclear,"Based on a similar Apple Support case, We're here to help. Which iOS version do you have? You can locate this in Settings &gt; General &gt; About.",True,2,5,1,2,4,5,3.17,NEEDS_IMPROVEMENT,"The reply is safe but overly generic and does not match the customer's specific problem, lacking actionable detail."
1557170,apple_019283,Why does this do this?! It’s so weird. @115858 anything?? It’s not my keyboard shortcuts so please help always replaces my I’s https://t.co/Nst53eNuMm,ios_update,ios_update,"Based on a similar Apple Support case, Let's get this figured out. When did this start happening? Did you recently update to iOS 11? Please send us a DM.",True,2,5,1,2,4,5,3.17,NEEDS_IMPROVEMENT,"The response is generic, does not address the customer’s specific keyboard shortcut issue, and lacks actionable guidance."
1740800,apple_039340,"Since #ios11, my alarm is silent, calls don’t work and apps keep freezing. @AppleSupport @115858 great job",ios_update,ios_update,"Based on a similar Apple Support case, We'd love to team up to take a look at what's going on. Is it all apps that freeze or just a few? When you restart the iPhone, does that help until the next time you open an app, or does it freeze immediately? Let us know more in DM and we'll get started.",True,2,4,1,2,4,5,3.0,NEEDS_IMPROVEMENT,"The reply fails to address all of the customer's specific issues (alarm silence and calls) and only focuses on app freezing, making it incomplete and not fully relevant. The added phrase is not evidence-backed, but the response is otherwise safe."
1655492,apple_073949,"@AppleSupport ""Connections to host https://t.co/UE9wL6EXSQ on the default ports failed.""",wifi_connectivity,wifi_connectivity,"Could you provide a little more detail about the issue you're experiencing, including your device model and iOS version?",False,2,5,2,2,5,5,3.5,NEEDS_IMPROVEMENT,"The reply is safe but generic, lacking specific troubleshooting steps for the reported connectivity problem."
1645496,apple_057669,@115858 Heartbroken 💔 Think I may have lost all the photos of my pregnancy and newborn baby girl. Surely there is something that can be done!,apple_id_icloud,apple_id_icloud,"Based on a similar Apple Support case, We'd like to help. So we're clear, have you checked to confirm the photos are showing here?",True,1,1,1,1,3,5,1.5,UNSAFE,"The reply fails to address the customer's problem, provides no actionable guidance, and is essentially a repeat of the historical evidence, making it materially incorrect and unhelpful."
411144,apple_052455,@115858 the new 11 download has screwed my phone up completely!!!!please fix this problem.its basically a frozen mess!!,ios_update,ios_update,"Based on a similar Apple Support case, Thanks for contacting us, this issue was resolved with the software update. Please visit:",True,2,5,2,1,4,5,2.5,NEEDS_IMPROVEMENT,"The reply is safe but generic, incomplete, and does not adequately address the customer's specific technical issue."
2441813,apple_034502,Alright guys anyone have an old unlocked phone laying around I'm sick of having no storage,other_unclear,other_unclear,"Based on a similar Apple Support case, Try these steps out: Let us know if that helps get your device updated.",True,1,1,1,1,3,5,2.0,UNSAFE,"The reply is incorrect, irrelevant, and unsupported, providing no useful assistance to the customer."
851766,apple_050272,"@AppleSupport Hi, I had my 6S+ battery replaced @ my local Apple Store over the weekend. Now, my front camera doesn't work. Suggestions?",device_hardware,battery_charging,Could you tell us whether the issue is with downloading or installing an app?,True,1,1,1,1,3,5,2.0,UNSAFE,"The reply provides incorrect, irrelevant guidance and fails to address the customer's technical issue, making it unsafe to use."
724937,apple_042703,"my iPhone has died a total of FOUR times today even though every time it was on ""100%""... @115858, you're going to get a very angry call soon",battery_charging,battery_charging,"Could you tell us whether the issue is with making calls, cellular data, or getting a signal?",False,1,1,1,1,3,5,1.5,UNSAFE,"The reply provides incorrect and irrelevant guidance, failing to address the customer's actual issue."
1003738,apple_014087,@AppleSupport impossible d’installer ios 11.0.3   Décidément ios 11 c’est vraiment de la merde,ios_update,ios_update,"Based on a similar Apple Support case, We can help! Which version of iOS 11 are you currently running? You can check in Settings &gt; General &gt; About &gt; Version",True,1,5,1,1,4,5,2.83,NEEDS_IMPROVEMENT,"The reply is generic, not addressing the specific installation problem, and lacks actionable guidance."
84175,apple_058914,My phones speaker just broke down on me thanks @115858 do better,audio_speaker,audio_speaker,You're welcome! Glad to hear that helped.,False,1,1,1,1,1,5,1.67,UNSAFE,"The response is incorrect, irrelevant, incomplete, and unprofessional, offering no assistance to the customer."
2728172,apple_064240,"@AppleSupport 

leave us back to ios 10🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼
Ios 11 is terrible 🤮

if I do not switch to android",ios_update,ios_update,"Based on a similar Apple Support case, We're here to help. An update has been released that addresses this issue. If you haven't already, back up your iPhone and follow the steps here: DM us if you have questions.",True,1,5,1,1,5,5,3.0,UNSAFE,"The reply provides materially incorrect advice that does not address the customer's request, potentially misleading them."
1707652,apple_015390,These damn check boxes @115858 is annoying and I️ can’t fix it because y’all won’t fix my damn iCloud account,apple_id_icloud,apple_id_icloud,"Based on a similar Apple Support case, Congratulations on your new iPhone X! We'd be happy to help. Did you restore using iCloud or iTunes? Are you signed in with the same Apple ID on all devices?",True,1,3,1,1,4,5,2.0,NEEDS_IMPROVEMENT,"The reply is safe but generic, incomplete, and does not address the customer's specific problem."
2565712,apple_040891,"@115858 @AppleSupport worst service ever! 3000+ pictures/videoes of my son from a baby, Christmas, birthday GONE!! No answer as to why or anything. Will definitely be getting rid of my phone now and won’t be using Apple products again🙂 #ios1111",ios_update,ios_update,"Based on a similar Apple Support case, Hi there. What happens when you try to delete a pic? Are you running iOS 11.0.2? And do you have iCloud Photo Library enabled?",True,1,4,1,1,3,5,2.5,NEEDS_IMPROVEMENT,"The reply is safe but generic, incomplete, and does not address the customer's specific problem of missing photos, requiring a more targeted and empathetic response."
1099713,apple_012596,"@AppleSupport Both. 

Quit and relaunched Maps in between switching from Wi-Fi to cellular just to be sure.",wifi_connectivity,wifi_connectivity,"Based on a similar Apple Support case, We're happy to help. Do you have the option to check on a computer? Are you able to connect on your iPhone by using cellular data?",True,1,5,1,1,3,5,2.67,NEEDS_IMPROVEMENT,"The reply is generic, not tailored to the customer’s specific Maps issue, and lacks actionable steps, making it insufficient for effective support."
1795222,apple_040791,This thing is the bane of my life. @115858 when will you make things that don't break after a couple of months? This is the second one starts to pause and skip songs. 🙄 https://t.co/eJDJuuI7fo,audio_speaker,apple_music_itunes,"Based on a similar Apple Support case, Thanks for reaching out. Does this happen with all devices or just this one? Was the iPad needing to update when it happened this time?",True,1,2,1,1,4,5,1.8,NEEDS_IMPROVEMENT,"The reply is generic, not tailored to the customer's specific audio issue, and lacks actionable guidance, but it is not unsafe."
2065144,apple_002876,@115858 I’m not listening to music wtf https://t.co/7a1GuyPBQR,apple_music_itunes,apple_music_itunes,"Based on a similar Apple Support case, You can. Check out how to use Control Center and Music here:",True,2,2,3,1,4,5,2.83,NEEDS_IMPROVEMENT,"The response is incomplete and lacks actionable steps, so it does not fully help the customer."
247118,apple_014094,@AppleSupport you real screwed the pooch on iOS 11! Siri is a mess. Battery life is a mess. iPhone keeps crashing.,ios_update,battery_charging,"Could you tell us what is happening with the battery or charging, such as fast draining or not charging?",False,1,5,2,1,5,5,3.17,NEEDS_IMPROVEMENT,The response is safe but incomplete and fails to address the customer’s primary concerns about Siri and device crashes.
1709996,apple_024583,@115858 you need to get this under control it’s annoying https://t.co/v7ZwhDu6S2,other_unclear,other_unclear,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,1,1,2,1,3,5,2.0,NEEDS_IMPROVEMENT,"The response is generic, incomplete, and unsupported, failing to provide actionable guidance for the customer’s specific issue."
1153446,apple_025882,@391389 @AppleSupport It made my phone SUPER slow and glitchy,ios_update,ios_update,"Based on a similar Apple Support case, We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in?",True,1,5,1,1,5,5,3.0,NEEDS_IMPROVEMENT,"The reply fails to address the customer's specific problem and provides only a generic request for location, making it insufficient for effective support."
2355070,apple_004342,Everytime i refresh my tl my music stops and its really making me mad. @115858 fix this shit Deadass ya blowing my shit with all these damn issues. Before i get a samsung.,apple_music_itunes,apple_music_itunes,"Based on a similar Apple Support case, Let's look into this for you. How often does your music get deleted? Are you an Apple Music subscriber? Let us know in DM.",True,1,1,1,1,2,5,1.83,UNSAFE,"The reply fails to address the customer’s actual technical problem, provides no actionable guidance, and is essentially irrelevant, making it materially incorrect and unsafe for the user."
2525509,apple_028680,all the pictures on my phone magically deleted. what the fuck @115858,apple_id_icloud,apple_id_icloud,"Based on a similar Apple Support case, What happened before they were deleted? Are you able to see those photos at if you log in there?",True,2,5,3,2,4,5,3.5,NEEDS_IMPROVEMENT,The response is safe but too generic and incomplete; it does not give the customer actionable guidance or a clear path to recover the deleted photos.
2282663,apple_014699,"Are there major @118936 issues at @115858 ?? Techs overwhelmed, chats spinning waiting.... what’s going on??",other_unclear,other_unclear,"Based on a similar Apple Support case, Let's work together on this. Check out the following link and let us know if this helps:",True,1,1,1,1,3,5,2.0,UNSAFE,"The reply fails to address the customer’s issue, provides no evidence or actionable steps, and is essentially useless, making it unsafe for the user."
568847,apple_043878,How buggy is iOS 11 on iPhoneX? Mails are literally unreadable with such huge fonts. @115858 https://t.co/JfyrcoodDT,screen_display,ios_update,"Based on a similar Apple Support case, We can help! Which version of iOS 11 are you running? Find that in Settings &gt; General &gt; About and join us in DM.",True,5,5,1,2,4,5,3.67,NEEDS_IMPROVEMENT,"The reply is too generic and fails to address the customer’s specific issue with mail fonts, providing insufficient actionable guidance."
1234121,apple_074333,just witnessed my phone go from 37% to 23% lol fuck y’all @115858,battery_charging,battery_charging,"Could you provide a little more detail about the issue you're experiencing, including your device model and iOS version?",True,5,5,2,2,4,5,3.83,NEEDS_IMPROVEMENT,"The response is safe but generic, lacking specificity and actionable guidance for the customer’s battery drain issue."
2552290,apple_018135,@AppleSupport Thanks! I don’t connect to anything else so just my car. Did it with my previous car too.,audio_speaker,audio_speaker,You're welcome! Glad to hear that helped.,False,1,5,1,1,5,5,3.0,NEEDS_IMPROVEMENT,"The reply is safe but generic, incomplete, and irrelevant to the customer’s specific technical context."
1698630,apple_011696,@AppleSupport No it's been fine before but the last two updates it just comes up error. I don't have an iPad to use iTunes to update.,ios_update,apple_music_itunes,"Based on a similar Apple Support case, We're happy to help. If you can not update over the air, you can also use iTunes:",True,1,5,1,1,4,5,2.83,NEEDS_IMPROVEMENT,"The reply is safe but generic, incomplete, and does not address the customer's specific technical problem."
701597,apple_037091,"Dear Apple, pls fix this problem. What’s the point of having a shortcut when it doesn’t even work? @115858 #OffWifi #Offbluetooth https://t.co/o7Yj8G8DDh",wifi_connectivity,wifi_connectivity,"Based on a similar Apple Support case, We can help. The widget allows you to temporarily turn off Wi-Fi. You can disable it in Settings.",True,2,5,1,1,4,5,3.0,NEEDS_IMPROVEMENT,"The reply fails to address the customer’s specific technical problem and provides only generic information, making it incomplete and irrelevant."
2914634,apple_037245,"@115858 @AppleSupport For some reason I can’t send out iMessages. I restarted, turned off/on iMessages, logged in/out of iCloud with no resolve. Is this a issue with the iOS or is it my phone ?",apple_id_icloud,apple_id_icloud,"Based on a similar Apple Support case, You're in the right place, we got you. Are you receiving any type of error messages when attempting to sign in? Please DM us.",True,3,5,5,2,4,5,4.0,NEEDS_IMPROVEMENT,"The reply is safe and relevant but lacks sufficient actionable guidance, making it incomplete for the customer’s needs."
440797,apple_049130,@115858 as if I waited ten days to recover my password finally got 2 &amp; your website has an error and I have to wait again! Samsung convert.,apple_id_icloud,apple_id_icloud,"Based on a similar Apple Support case, Thanks for reaching out. You can attempt to shorten the wait. Check out the steps outlined here:",True,1,1,1,1,3,5,1.5,UNSAFE,"The reply is materially incorrect and does not provide useful or relevant guidance, making it unsafe for the customer."
1908496,apple_004980,"These popped up as NEW notifications today. Something from yesterday &amp; SUNDAY?! I’m missing calls, missing emails WHY R U DOING THIS @115858 https://t.co/TVJMzWDL59",calls_cellular,calls_cellular,"Based on a similar Apple Support case, We know how important your phone calls are and we'll help. Did you recently update to iOS 11.0.3? Please send us a DM.",True,2,5,2,2,4,5,3.33,NEEDS_IMPROVEMENT,"The response is safe but generic, incomplete, and does not specifically address the customer’s technical problem."
1684426,apple_044457,Unused space on the iPhone X keyboard could be used for frequently used emojis like Touch bar on Mac. 🤷‍♀️ https://t.co/OZx48cSVWl,screen_display,screen_display,"Based on a similar Apple Support case, We want to help. Please take a look at this article that can help with the issue you're seeing:",True,1,1,1,1,2,5,1.6,NEEDS_IMPROVEMENT,"The reply is safe but generic, incomplete, and does not specifically address the customer's request for keyboard customization."
2353664,apple_074414,"@AppleSupport The iPhone just shows the Apple logo, nothing else. It won’t even connect to iTunes because my phone won’t even open to my home screen so I can’t access anything. It’s been like that for about 9 hours (on and off the charge)",device_hardware,battery_charging,Could you tell us whether the device is stuck on the Apple logo or repeatedly restarting?,False,5,5,5,2,5,5,4.5,NEEDS_IMPROVEMENT,"The reply is safe and relevant but lacks actionable steps or escalation, making it incomplete."
2752724,apple_065153,@115858 it won’t let me re install macOS i bought a mac off a friend and reset so all info would be gone saying item isn’tavailable try again,other_unclear,other_unclear,"Based on a similar Apple Support case, We'd love to help! Which Mac are you using and what operating system version are you trying to install? Are you following these steps?",True,2,3,1,2,5,5,2.5,NEEDS_IMPROVEMENT,"The reply is safe but generic, lacking specific guidance for the customer’s reinstall issue and therefore does not meet the criteria for a useful support response."
1078402,apple_062105,"This new keyboard thing isn’t working on my iPad, @AppleSupport. Random numbers pop up in my words. And then I correct. Make it go away.",ios_update,ios_update,"Based on a similar Apple Support case, Good morning to you as well, and thank you. It looks like an ad pop-up, certainly not Apple affiliated. Check out this article to get rid of it, and prevent these in the future:",True,1,1,1,1,3,5,2.0,UNSAFE,"The reply is materially incorrect, irrelevant, and potentially misleading, making it unsafe for the customer."
1773234,apple_009616,This iPhone bug whenever I️ type the letter i (as in abcdefgh-i-jk...) is driving me nuts! @115858 please fix this!,ios_update,ios_update,"Based on a similar Apple Support case, Thanks for contacting us about your keyboard. We've got your back. Give these steps a try:",True,1,5,1,1,5,5,1.5,UNSAFE,"The reply fails to provide correct, relevant, or complete guidance for the reported keyboard bug, making it materially incorrect and unhelpful."
2804326,apple_020374,Dear @115858 what the shit? My account gets hacked and you give me a run around? #bullshit,apple_id_icloud,apple_id_icloud,"Based on a similar Apple Support case, We're happy to help. Are you sign in with the correct Apple ID? This may help:",True,2,3,1,2,5,5,3.0,NEEDS_IMPROVEMENT,"The reply is generic, lacks specificity to the hacking issue, and provides insufficient actionable guidance."
2002700,apple_053386,"@AppleSupport turned back on again.
It was connected to a power supply too. Now the battery is completely drained and i cant even get it to charge",battery_charging,battery_charging,"Based on a similar Apple Support case, Let's help. Since updating the iOS, let's make sure your settings are the best for battery life:",True,1,1,1,1,3,5,1.5,UNSAFE,"The reply provides incorrect, irrelevant, and incomplete guidance for a customer experiencing a drained battery that will not charge, which constitutes unsafe support."
249333,apple_015216,"This might sound like an ignorant question, but how does one sign up for an iTunes account in Uganda without a credit card? Help! #uot #uganda @115858",apple_id_icloud,audio_speaker,This may involve account security or sensitive information. Please contact official Apple Support directly so a specialist can assist you.,False,2,5,1,1,5,5,3.17,NEEDS_IMPROVEMENT,The reply is safe but generic and incomplete; it fails to provide the user with any useful information or steps to resolve their specific issue.
2547281,apple_058713,@115858 what the fuck are y’all doin where i️ can’t even type the letter i️ ??? get your shit together,ios_update,ios_update,"Based on a similar Apple Support case, Thanks for contacting us, this issue was resolved with the software update. Please visit:",True,1,1,1,1,1,5,1.0,UNSAFE,"The reply is incorrect, irrelevant, incomplete, and unprofessional, providing no useful assistance to the customer."
743477,apple_056930,Hey @115858 why do I only get text alerts/notifications part of the time on my 8?  Didn’t have this issue with my 7...,other_unclear,other_unclear,"Based on a similar Apple Support case, Looks like your Time and Date disappeared unexpectedly. Let's help. Which iOS version are you currently running under Settings &gt; General &gt; About?",True,1,5,1,1,4,5,2.83,UNSAFE,"The reply provides incorrect guidance by addressing an unrelated issue, which could mislead the customer and does not resolve the stated problem."
2105214,nan,@115858 Throwing away the whole phone,other_unclear,other_unclear,"Based on a similar Apple Support case, An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.2. For more info, check out:",True,4,5,3,2,3,5,3.5,NEEDS_IMPROVEMENT,"The reply is safe and grounded but too generic, lacking empathy, follow‑up, and specific relevance to the customer's expressed frustration."
856160,apple_026299,"wtf is wrong w/ itunes, I’ve been waiting for a song to download for over two weeks now 🤦🏼‍♀️ @115858",apple_music_itunes,apple_music_itunes,Could you tell us what is happening with Apple Music or iTunes?,True,1,1,1,1,3,5,2.0,NEEDS_IMPROVEMENT,"The reply is generic, unhelpful, and does not address the customer's specific issue, but it is safe and not dangerous."
2740754,apple_001329,"I-Phone &amp; Mac Book chargers have packed in today, both less than 6 months old.....Any chance @115858 😞😤",device_hardware,device_hardware,"Based on a similar Apple Support case, You've reached the right place for support. To start, please DM us with the country where you're located.",True,1,5,1,1,4,5,2.83,NEEDS_IMPROVEMENT,"The response is generic, not addressing the specific issue of damaged chargers, and lacks actionable guidance."
2169837,apple_021326,Man @115858 need to fix this shit!!! I’m so sick the letter “I️” messing up!,ios_update,ios_update,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,1,1,1,1,3,5,2.0,NEEDS_IMPROVEMENT,"The reply is generic, incomplete, and does not provide specific guidance for the customer’s issue."
2070482,apple_075064,"Hey @115858 11.0.2 sucks and glitched my clock away, and screwed up locked screen #fixit",screen_display,screen_display,"Based on a similar Apple Support case, We'd be happy to check on this with you. Send us a DM with the steps you took to perform the reset. We can work with you from there.",True,1,1,1,1,3,5,2.0,NEEDS_IMPROVEMENT,"The reply is safe but generic, incomplete, and does not address the customer's specific technical issue."
1814499,apple_013173,@115858 I can never catch a 🤬 break with y’all! I just bought a new headphone adapter listened to a whole song &amp; now it not being recognized,audio_speaker,audio_speaker,"Based on a similar Apple Support case, We're here for you. In order to better understand the issue at hand, we'd like to know a few things: which device you're using, what version of iOS (Settings &gt; General &gt; About), and which accessory you're using. Thanks!",True,5,5,5,4,4,5,4.67,GOOD,"The reply is safe, relevant, and provides appropriate diagnostic questions without any unsafe or unsupported advice."
2518304,apple_056660,Hey @115858 why can’t I make any phone calls? It’s been nearly an hour of my iPhone not working.  #sos 📱,calls_cellular,calls_cellular,"Based on a similar Apple Support case, Hi. We are here to help. To get started, what is your current iOS version? Go to Settings &gt; General &gt; About for that. Also, what happens when you attempt to send a message and what happens when someone calls you? Are there any error messages? Thanks",True,5,5,5,4,4,5,4.67,GOOD,"The reply is safe, relevant, and grounded, providing appropriate diagnostic questions for the customer’s issue."
1557118,apple_050127,Hey @115858 can u fix the ‘eye’ issue so EYE can stop sounding ridiculous in my emails to my profs,ios_update,ios_update,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,1,1,1,1,3,5,2.0,NEEDS_IMPROVEMENT,"The reply is safe but generic, incomplete, and does not provide the customer with actionable steps to resolve the specific issue."
2408473,apple_021786,You know.. this whole “I️” problem is getting on my nerves. I️ have to rearrange my tweets cause they look stupid. @115858 what are y’all waiting for to fix this problem? Got yourselves an iPhone X but can’t fax an emoji problem? Good job. What would Steve Jobs say! Psh.,ios_update,ios_update,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,1,1,2,1,3,5,2.17,NEEDS_IMPROVEMENT,"The response is safe but generic, incomplete, and does not provide actionable guidance for the customer's specific issue."
2001552,apple_041854,@115858 what’s up with the 8S Plus not autolocking? Pretty annoying... sounds like a common problem.,other_unclear,other_unclear,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,1,1,1,1,3,5,1.5,NEEDS_IMPROVEMENT,"The reply is safe but incomplete, generic, and does not address the customer’s specific issue, requiring more detailed, evidence‑based guidance."
1772937,nan,@532860 @115858 Yep. It’s still messed up for me.,other_unclear,other_unclear,"Based on a similar Apple Support case, We'd love to help! Which version of iOS 11 are you updated to? Do you see this when you type, or when you read what others type? Send us a DM to let us know.",True,4,5,2,2,3,5,3.5,NEEDS_IMPROVEMENT,"The reply is safe but generic, lacking specific guidance or targeted troubleshooting for the customer’s stated problem."
1119366,apple_049820,@AppleSupport WiFi and streaming.,wifi_connectivity,wifi_connectivity,"Based on a similar Apple Support case, We're here to help! Are you currently connected to Wi-Fi? Which version of iOS 11 are you updated to?",True,3,5,3,2,5,5,3.83,NEEDS_IMPROVEMENT,The reply is safe and grounded but incomplete and does not fully address the customer’s stated problem of Wi‑Fi and streaming.
1747438,apple_076392,FIX SPOTIFY IN THE MUSIC PLAYER #mygod @115858,apple_music_itunes,apple_music_itunes,"Based on a similar Apple Support case, We can help with that for sure. Check out this article for information on controls for the Music app:",True,2,2,1,1,4,5,2.5,NEEDS_IMPROVEMENT,"The reply is generic, incomplete, and does not directly address the customer’s Spotify issue."
1002250,apple_037959,"@AppleSupport No I’ve had it over a year, just randomly stopped sending iMessages and when I went to settings I saw that message",apple_id_icloud,apple_id_icloud,"Based on a similar Apple Support case, Let's take a closer look at both of your issues, starting with iCloud not syncing. What is it not syncing, and have you tried any steps so far? Which Mac model do you have and which exact OS version number is installed? Let us know in DM.",True,1,1,1,1,3,5,1.5,UNSAFE,"The reply provides incorrect and irrelevant troubleshooting, which could mislead the customer and does not address the actual problem."
756454,nan,@115858 Only available on @118101 and every single one has/had a problem with cellular. My cellular hasn’t been working for 3 weeks and no resolution 😑,calls_cellular,calls_cellular,"Based on a similar Apple Support case, Rest assured, we are here to help. Go to Settings &gt; Music &gt; Cellular Data, what do you see? Is your ""cellular data"" on or off?",True,2,5,2,2,4,5,3.33,NEEDS_IMPROVEMENT,The response is safe but generic and does not adequately address the customer’s specific issue of cellular connectivity failing for weeks.
162872,apple_005902,Checking snapchat stops my music now &amp; that is not ok ☹️ @917 @115858,apple_music_itunes,apple_music_itunes,"Based on a similar Apple Support case, You'll need to install Apple Music for Android to enjoy your iTunes Music library or Apple Music Subscription. After it is installed, just sign in with your Apple ID. The link takes you to our App:",True,1,1,1,1,1,5,1.0,UNSAFE,"The reply provides incorrect, irrelevant, and potentially confusing guidance, which could mislead the customer and does not comply with safe support practices."
682004,apple_050869,"@115858 
Y’all don’t have an undo button in Cupertino or what? I’m real tired of this “ I️ “ shit already",ios_update,ios_update,"Based on a similar Apple Support case, Let's try the steps listed in this article. Let us know if you need any further help.",True,1,1,1,1,3,5,1.8,UNSAFE,"The reply provides incorrect, irrelevant, and incomplete guidance, which constitutes materially wrong advice."
2816411,apple_066407,"i hate @115858 ! Can’t type i, can’t log in to my own account because of the two-factor authentication, can not wait to witch to a @728029",apple_id_icloud,apple_id_icloud,"Based on a similar Apple Support case, Thanks for reaching us. Try the steps in this article to receive your verification code:",True,1,5,1,1,3,5,1.8,UNSAFE,"The reply is materially incorrect and does not provide any useful guidance for the customer's problem, making it unsafe for the user."
2548137,apple_073559,I need headphones @115858 mines came on the pack broke,audio_speaker,audio_speaker,"Based on a similar Apple Support case, We can help with your headphones! Please DM us with the country you're in.",True,3,3,2,2,3,2,2.5,NEEDS_IMPROVEMENT,"The reply is generic, lacks specific guidance for the broken headphones, and includes an unsupported claim about a similar case."
2202134,nan,@643972 @643973 @119459 @119460 @13100 @115858 La guinda! Me ha desaparecido la hora de la pantalla bloqueada! #IOS @115858 @AppleSupport https://t.co/hd53g1kSAA,screen_display,ios_update,"Could you provide a little more detail about the issue you're experiencing, including your device model and iOS version?",True,2,5,2,2,4,5,3.33,NEEDS_IMPROVEMENT,The reply is safe but generic and incomplete; it fails to provide specific troubleshooting for the missing lock‑screen time.
1477617,apple_033202,@115858 what the fuck is this? I️,ios_update,ios_update,"Based on a similar Apple Support case, We're here for you. Check out this article for help:",True,1,1,1,1,2,1,1.17,UNSAFE,"The reply is incorrect, unsupported, and fails to provide any useful assistance to the customer."
