query_number,query_tweet_id,query_conversation_id,query_text,true_intent,predicted_intent,prediction_confidence,rank,similarity,historical_conversation_id,historical_intent,historical_customer,historical_response,automatic_relevance
15,2914628,apple_037245,@AppleSupport It’s saying can’t connect to iMessage server. Try again,apple_id_icloud,apple_id_icloud,0.1786030157356761,1,0.45405011395907824,,apple_id_icloud,@115858 It's saying it can't connect to the server.,"@764484 If you're still having issues with iMessage, go ahead and let us know which model iPhone you purchased and what exact iOS version is installed. We'll be happy to help determine what's causing this for you so you can get back to messaging as expected.",2
15,2914628,apple_037245,@AppleSupport It’s saying can’t connect to iMessage server. Try again,apple_id_icloud,apple_id_icloud,0.1786030157356761,2,0.4527129972214551,apple_006255,apple_id_icloud,@AppleSupport also just said unable to connect to iMessage server.,"@578961 Please review and try the steps listed within: https://t.co/jhvYu3nzpA If not resolved after following these steps, DM us. https://t.co/GDrqU22YpT",2
15,2914628,apple_037245,@AppleSupport It’s saying can’t connect to iMessage server. Try again,apple_id_icloud,apple_id_icloud,0.1786030157356761,3,0.31780259990211274,apple_062876,apple_id_icloud,@AppleSupport It says can’t connect to the server,@213800 We'd like to take a further look at this with you. Please meet us in DM. https://t.co/GDrqU22YpT,1
15,2914628,apple_037245,@AppleSupport It’s saying can’t connect to iMessage server. Try again,apple_id_icloud,apple_id_icloud,0.1786030157356761,4,0.2890671912375197,apple_013160,apple_id_icloud,@AppleSupport I can’t connect to the app store.,@504413 Let's look into this together. Which device are you using and what happens when you try to connect to the App Store?,2
15,2914628,apple_037245,@AppleSupport It’s saying can’t connect to iMessage server. Try again,apple_id_icloud,apple_id_icloud,0.1786030157356761,5,0.27775179810478695,apple_052443,apple_id_icloud,@AppleSupport hi i’m trying to to sign in with my apple id but it’s saying that it can’t connect to the server help me out,"@600225 We've checked out server status here, https://t.co/7NVrDovSd8 and everything looks good on our end. Send us a DM. https://t.co/GDrqU22YpT",2
16,2593234,apple_064137,@AppleSupport I don’t understand why my phones keeps freezing EVERY 20 minutes and I’m not exaggerating 😕😕,app_problems,app_problems,0.20451584543106527,1,0.33733271977697715,apple_056486,app_problems,@AppleSupport I️ don’t understand why my phone is doing this 🤔,@750963 We want your keyboard working for you; we'll do all we can to help. Let us know what iOS version is installed via DM: https://t.co/GDrqU22YpT,1
16,2593234,apple_064137,@AppleSupport I don’t understand why my phones keeps freezing EVERY 20 minutes and I’m not exaggerating 😕😕,app_problems,app_problems,0.20451584543106527,2,0.3237131890391035,apple_014584,app_problems,@AppleSupport I don’t understand 😂😂 https://t.co/rafyQR7CVc,@156179 We'd like to help! Let's start with the steps outlined here: https://t.co/s6t9pl6tpv DM us the results. https://t.co/GDrqU22YpT,1
16,2593234,apple_064137,@AppleSupport I don’t understand why my phones keeps freezing EVERY 20 minutes and I’m not exaggerating 😕😕,app_problems,app_problems,0.20451584543106527,3,0.31055573684420457,apple_013004,app_problems,@AppleSupport help my phones keeps rebooting!!,"@261187 Thank you for reaching out. If your device with iOS 11 unexpectedly restarts repeatedly on or after December 2, 2017, this article will walk you through a solution:
https://t.co/osZOKKTalm",1
16,2593234,apple_064137,@AppleSupport I don’t understand why my phones keeps freezing EVERY 20 minutes and I’m not exaggerating 😕😕,app_problems,app_problems,0.20451584543106527,4,0.3086480670669801,apple_026327,app_problems,Don’t understand why my phone has to stop working @115858,@250653 Let's look into that. What do you see on your iPhone's screen? Is it able to be turned on? DM us and let us know. https://t.co/GDrqU22YpT,1
16,2593234,apple_064137,@AppleSupport I don’t understand why my phones keeps freezing EVERY 20 minutes and I’m not exaggerating 😕😕,app_problems,app_problems,0.20451584543106527,5,0.2842479208732518,apple_001616,app_problems,Try 20 minutes and counting...🤯 @AppleSupport https://t.co/cMi0Zyqkq1,@599651 Thanks for reaching out to us. We are always happy to help. Send us a DM and let us know what you're chatting in for. https://t.co/GDrqU22YpT,1
17,293819,apple_047435,"@AppleSupport why I can’t download my videos from the links, I don’t need download from YouTube 
I stop watching my movie and drama ☹️💔",app_problems,app_problems,0.1931000979528574,1,0.22532165055316103,apple_016778,app_problems,Why I can’t download any apps from @118936?@AppleSupport,"@175206 Thank you for reaching out to us. Please DM your iOS, iPhone model, and your country so we can determine your support options. https://t.co/GDrqU22YpT",1
17,293819,apple_047435,"@AppleSupport why I can’t download my videos from the links, I don’t need download from YouTube 
I stop watching my movie and drama ☹️💔",app_problems,app_problems,0.1931000979528574,2,0.22284723035490542,apple_006025,app_problems,@AppleSupport I updated my #iPhone and now I can’t download my videos into #IMovie. Not impressed. 😡 How do I fix this? https://t.co/Br8FglWQxZ,@470975 That's certainly not what we'd want you to experience. Please DM us which device you’re using. https://t.co/GDrqU22YpT,1
17,293819,apple_047435,"@AppleSupport why I can’t download my videos from the links, I don’t need download from YouTube 
I stop watching my movie and drama ☹️💔",app_problems,app_problems,0.1931000979528574,3,0.20442475212938008,apple_077390,app_problems,@AppleSupport links: https://t.co/sipCCTDc0Z https://t.co/cl3YwLnRao https://t.co/Pg3m7ceL6G https://t.co/D6Xcdhbhr7 https://t.co/AvqnLkR646,@259397 We want to get infront of this with you. Here's a link to DM us. https://t.co/GDrqU22YpT,1
17,293819,apple_047435,"@AppleSupport why I can’t download my videos from the links, I don’t need download from YouTube 
I stop watching my movie and drama ☹️💔",app_problems,app_problems,0.1931000979528574,4,0.1944970039729032,apple_074546,app_problems,"@applesupport  why i can’t download apps from appstore,from Sudan.",@337313 Let's meet up in DM. Use this link to connect: https://t.co/GDrqU22YpT,1
17,293819,apple_047435,"@AppleSupport why I can’t download my videos from the links, I don’t need download from YouTube 
I stop watching my movie and drama ☹️💔",app_problems,app_problems,0.1931000979528574,5,0.19446730674271273,apple_024655,app_problems,@AppleSupport why i can NOT transfer videos from my ipad to iphone ???,@188595 We’d like to help. Can you start by letting us know how you are trying to do this via DM? https://t.co/GDrqU22YpT,1
18,2802437,apple_008359,@AppleSupport Other applications are the same. Horizontal position is problematic.,screen_display,screen_display,0.2442506874275374,1,0.283724265269949,apple_005075,screen_display,"This “I️” issue is problematic. Please get this resolved, @115858.",@618643 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,1
18,2802437,apple_008359,@AppleSupport Other applications are the same. Horizontal position is problematic.,screen_display,screen_display,0.2442506874275374,2,0.22484983536623374,apple_025808,screen_display,"@AppleSupport And a lot of other applications (snapchat, email...) are now really slow (only since iOS 11.0.3) :s",@444556 Let's look further into this in DM here: https://t.co/GDrqU22YpT,1
18,2802437,apple_008359,@AppleSupport Other applications are the same. Horizontal position is problematic.,screen_display,screen_display,0.2442506874275374,3,0.21250562769789258,apple_023353,screen_display,@115858 why are you so problematic https://t.co/nbKgvXrPzU,@597789 Let’s take a look at this together. Check this out: https://t.co/gDZTXCKZI2 DM us if you need more help. https://t.co/GDrqU22YpT,1
18,2802437,apple_008359,@AppleSupport Other applications are the same. Horizontal position is problematic.,screen_display,screen_display,0.2442506874275374,4,0.2060210194876128,apple_028192,screen_display,@AppleSupport seeing it on posts in twitter. haven’t noticed it in other applications yet.,"@125150 Is it happening with your own Tweets or someone else's? If you see it when you type, send us a DM. https://t.co/GDrqU22YpT",1
18,2802437,apple_008359,@AppleSupport Other applications are the same. Horizontal position is problematic.,screen_display,screen_display,0.2442506874275374,5,0.1933640395022713,apple_014308,screen_display,@AppleSupport is there some@serious problem in latest iOS upgrade. Many applications are getting disconnected if phine is locked #whtsapp,@123392 Send us a DM and let us know what version of iOS you're running. We'll go from there. https://t.co/GDrqU22YpT,1
19,944328,apple_004476,@AppleSupport @115850 7/n the person asked me to deposit my device for 4-5days to service the device on heating issue. This is 2017 AD and not BC.,device_hardware,device_hardware,0.21253477746780197,1,0.2500918028365721,apple_018163,device_hardware,@115858 I phone 6 heating issue,@610073 Are you able to provide more detail to us via DM? This way we can understand exactly what you are experiencing. https://t.co/GDrqU22YpT,1
19,944328,apple_004476,@AppleSupport @115850 7/n the person asked me to deposit my device for 4-5days to service the device on heating issue. This is 2017 AD and not BC.,device_hardware,device_hardware,0.21253477746780197,2,0.22314394962432044,apple_078165,device_hardware,@AppleSupport From my device.,"@701587 Got it, thanks. We'd like to check some details from your storage. So we're sure to look in the right place, confirm the iOS you're running for us.",1
19,944328,apple_004476,@AppleSupport @115850 7/n the person asked me to deposit my device for 4-5days to service the device on heating issue. This is 2017 AD and not BC.,device_hardware,device_hardware,0.21253477746780197,3,0.1858630082732644,apple_054773,device_hardware,"@AppleSupport Team,
This is ridiculous, even after waiting for almost 5days still my device im not received from the service centre. https://t.co/8Y1Xh7aTlM","@788828 Thank you for reaching out to us.  Since the Apple Authorized Service Provider is working on your service request, we would advise making contact with them, as they will have the most updated information on your iPhone. DM us any further concerns: https://t.co/GDrqU22YpT",1
19,944328,apple_004476,@AppleSupport @115850 7/n the person asked me to deposit my device for 4-5days to service the device on heating issue. This is 2017 AD and not BC.,device_hardware,device_hardware,0.21253477746780197,4,0.17487419131972934,apple_069792,device_hardware,@AppleSupport Heating issue while using.. iPhone X please help,"@754817 We can definitely partner with you on this. Give us a bit more detail in DM on what you’re noticing, and we’ll work towards a resolution together. https://t.co/GDrqU22YpT",1
19,944328,apple_004476,@AppleSupport @115850 7/n the person asked me to deposit my device for 4-5days to service the device on heating issue. This is 2017 AD and not BC.,device_hardware,device_hardware,0.21253477746780197,5,0.16674471640861654,apple_023560,device_hardware,@AppleSupport 11.0.2 and the device is iphone 7,"@216582 How long have you been experiencing this? Also, does restarting make any difference?",1
20,2123938,apple_077977,Mi iPhone 7 Plus presenta algunos problemas con App que se cierran u demoran para responder abrir la app que presiono. @119459 @119460 @624212 @AppleSupport @115858,app_problems,app_problems,0.21102213368651335,1,0.347939803365172,apple_054685,app_problems,"Actualice mi iPhone a iOS 11.0.3, con la esperanza de que volviera a vibrar y que se escuchara de manera fluida.  @115858 @AppleSupport https://t.co/J1fl0K1qxs",@384585 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,1
20,2123938,apple_077977,Mi iPhone 7 Plus presenta algunos problemas con App que se cierran u demoran para responder abrir la app que presiono. @119459 @119460 @624212 @AppleSupport @115858,app_problems,app_problems,0.21102213368651335,2,0.2847996513884617,apple_008194,app_problems,"@115858 tengo problemas con mi iPhone 8 Plus y no lo pueden resolver, quiero la devolución de mi dinero.",@530038 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,1
20,2123938,apple_077977,Mi iPhone 7 Plus presenta algunos problemas con App que se cierran u demoran para responder abrir la app que presiono. @119459 @119460 @624212 @AppleSupport @115858,app_problems,app_problems,0.21102213368651335,3,0.2764072115277342,apple_018661,app_problems,"@285174 @AppleSupport mi teléfono cambia solo de música, se cierran las app...",@285173 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,1
20,2123938,apple_077977,Mi iPhone 7 Plus presenta algunos problemas con App que se cierran u demoran para responder abrir la app que presiono. @119459 @119460 @624212 @AppleSupport @115858,app_problems,app_problems,0.21102213368651335,4,0.2666575184478438,,app_problems,@115858 Primero arregla mi iPhone 6 que volviste una tortuga y con un teclado que se atora en todo momento #ios1103 #fail,@599053 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,1
20,2123938,apple_077977,Mi iPhone 7 Plus presenta algunos problemas con App que se cierran u demoran para responder abrir la app que presiono. @119459 @119460 @624212 @AppleSupport @115858,app_problems,app_problems,0.21102213368651335,5,0.2648388585377774,apple_028356,app_problems,"Es solo mi iPhone o qué, desde que se actualizo a iOS 11 no me llegan las notificaciones de whatsapp hasta que abro la app! @AppleSupport",@322324 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,1
21,2965414,apple_060715,"Dear @115858, 

I am still patiently waiting for the day I can delete these apps I've #never used. 

Sincerely, me. https://t.co/9P2vBfYiHU",other_unclear,other_unclear,0.13758404365369298,1,0.38766177003495805,apple_036454,other_unclear,@115858 I’m still patiently waiting for an update that fixes this —&gt;  I️,"@696942 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",2
21,2965414,apple_060715,"Dear @115858, 

I am still patiently waiting for the day I can delete these apps I've #never used. 

Sincerely, me. https://t.co/9P2vBfYiHU",other_unclear,other_unclear,0.13758404365369298,2,0.29289869239533145,apple_019557,other_unclear,@AppleSupport Still waiting for the day i can group notifications by app.,@307752 We love suggestions and feedback. Feel free to let your voice be heard here: https://t.co/eTPVYVFyd8,1
21,2965414,apple_060715,"Dear @115858, 

I am still patiently waiting for the day I can delete these apps I've #never used. 

Sincerely, me. https://t.co/9P2vBfYiHU",other_unclear,other_unclear,0.13758404365369298,3,0.241763154865803,apple_053577,other_unclear,@AppleSupport Still can’t delete,"@753893 Alright, let's take a closer look in DM. Send us a message, we'll follow up there. https://t.co/GDrqU22YpT",1
21,2965414,apple_060715,"Dear @115858, 

I am still patiently waiting for the day I can delete these apps I've #never used. 

Sincerely, me. https://t.co/9P2vBfYiHU",other_unclear,other_unclear,0.13758404365369298,4,0.2327204242218408,apple_054098,other_unclear,@AppleSupport I have 11.2 I’m waiting patiently! Thanks for the reply,@260901 Okay. Let us know if you have any further questions. We're happy to help.,1
21,2965414,apple_060715,"Dear @115858, 

I am still patiently waiting for the day I can delete these apps I've #never used. 

Sincerely, me. https://t.co/9P2vBfYiHU",other_unclear,other_unclear,0.13758404365369298,5,0.19225336026721349,apple_021946,other_unclear,@AppleSupport Still can’t delete any apps,@251885 Send us a DM and we can take a closer look. https://t.co/GDrqU22YpT,1
22,2350767,apple_013694,@679441 @115858 @AppleSupport can you help with this guys ?,other_unclear,other_unclear,0.13960686300956152,1,0.7509628607047354,,other_unclear,@AppleSupport Can you help with this?,"@229527 Hey, can you provide us with some more details on what's going on? We'll be more than happy to work with you.",2
22,2350767,apple_013694,@679441 @115858 @AppleSupport can you help with this guys ?,other_unclear,other_unclear,0.13960686300956152,2,0.7509628607047354,,other_unclear,@AppleSupport Can you help with this?,"@356797 Yes, we can. Can you tell us which iOS version you are currently using please?",2
22,2350767,apple_013694,@679441 @115858 @AppleSupport can you help with this guys ?,other_unclear,other_unclear,0.13960686300956152,3,0.4060795885861122,apple_014897,other_unclear,Can you help @AppleSupport please?! https://t.co/GuUQaBDCM1,@214245 We can help. Send us a DM and we'll work on this together. https://t.co/GDrqU22YpT,2
22,2350767,apple_013694,@679441 @115858 @AppleSupport can you help with this guys ?,other_unclear,other_unclear,0.13960686300956152,4,0.36930880916412956,apple_059332,other_unclear,@AppleSupport plz help with this “I️” problem,"@495458 We're here to help. To start, we recommend following these steps: https://t.co/xU1AGHStV6",2
22,2350767,apple_013694,@679441 @115858 @AppleSupport can you help with this guys ?,other_unclear,other_unclear,0.13960686300956152,5,0.3648027991058522,apple_045592,other_unclear,Hey @AppleSupport can you help with the autocorrecting of I️,"@718871 Of course we can! We're happy to help with any issues you maybe having. So we can take a look into this issue, if you go into Settings &gt; General &gt; About are you running iOS 11.1.1? If not, a fix was provided in that update. https://t.co/80YRnjDFDk",2
23,810174,apple_004192,@AppleSupport unable to download music/install apps on iPad for months. Asks for me to use verification code from iPhone but doesn't work?,apple_id_icloud,apple_id_icloud,0.15642238332229108,1,0.24787750727829297,apple_059129,apple_id_icloud,@115858 email verification code didn't work please let me know for more to do email verification code that would work for me to use for iTunes and app store thanks,@267167 We can make sure that gets resolved! We'd need to get you to our Apple ID support over the phones. They can verify the identity on the account.  They can be reached here:  https://t.co/UJm15vmMM2,1
23,810174,apple_004192,@AppleSupport unable to download music/install apps on iPad for months. Asks for me to use verification code from iPhone but doesn't work?,apple_id_icloud,apple_id_icloud,0.15642238332229108,2,0.2470409063548147,apple_065171,apple_id_icloud,@AppleSupport Can't download app - App Store asks for password then phone gives me a verification code but nowhere to enter it on iPad.,@539548 We’re glad you reached out! Let’s dig a little deeper into this to see what we can find out. DM us your iOS version to proceed. https://t.co/GDrqU22YpT,1
23,810174,apple_004192,@AppleSupport unable to download music/install apps on iPad for months. Asks for me to use verification code from iPhone but doesn't work?,apple_id_icloud,apple_id_icloud,0.15642238332229108,3,0.24208641874034054,apple_043955,apple_id_icloud,"@AppleSupport pls help, unable to install apps in iPad https://t.co/sVGqHivVJS",@462507 We're here for you. Which iPad are you using and what version of the iOS is currently installed?,1
23,810174,apple_004192,@AppleSupport unable to download music/install apps on iPad for months. Asks for me to use verification code from iPhone but doesn't work?,apple_id_icloud,apple_id_icloud,0.15642238332229108,4,0.2156884081887469,apple_046893,apple_id_icloud,"@AppleSupport No, I'm not. It asks for the verification code and I don't have that phone number anymore.","@724385 Take a look at the following article, it has a lot of information that may assist you: https://t.co/l8JQi8VV5d",1
23,810174,apple_004192,@AppleSupport unable to download music/install apps on iPad for months. Asks for me to use verification code from iPhone but doesn't work?,apple_id_icloud,apple_id_icloud,0.15642238332229108,5,0.17499070347591889,apple_033672,apple_id_icloud,Two step verification fucking sucks @AppleSupport how the fuck ima get a verification code from a phone listed as lost?,@724814 We're here to help with your Two Step Verification. Meet us in DM and we can go over some options for you. https://t.co/GDrqU22YpT,1
24,2296245,apple_053343,"Hi @AppleSupport, for a month now my camera settings keep resetting to whatever they want, even though my ‘Preserve Settings’ are all on. 🙄 https://t.co/oRa4rLmYuN",app_problems,app_problems,0.19269474974921863,1,0.21602714428867228,apple_052899,app_problems,"@AppleSupport why does my camera keep resetting to flash on auto, HDR on, and Live on every time I close and then open my camera app?","@259791 We're happy to help To start, what version of iOS are you running? Find that in Settings &gt; General &gt; About.",1
24,2296245,apple_053343,"Hi @AppleSupport, for a month now my camera settings keep resetting to whatever they want, even though my ‘Preserve Settings’ are all on. 🙄 https://t.co/oRa4rLmYuN",app_problems,app_problems,0.19269474974921863,2,0.18981275233089057,apple_041142,app_problems,@AppleSupport why do my settings keep changing themselves,@422932 We'd like to help which settings have changed?,1
24,2296245,apple_053343,"Hi @AppleSupport, for a month now my camera settings keep resetting to whatever they want, even though my ‘Preserve Settings’ are all on. 🙄 https://t.co/oRa4rLmYuN",app_problems,app_problems,0.19269474974921863,3,0.17225311328138607,apple_042573,app_problems,"@AppleSupport How to keep HDR ON, always in the camera app. It keeps to turn off even with Preserve settings selected.",@328727 That's a great question. Check out this article for information on the HDR feature: https://t.co/ac6jYTuXab,1
24,2296245,apple_053343,"Hi @AppleSupport, for a month now my camera settings keep resetting to whatever they want, even though my ‘Preserve Settings’ are all on. 🙄 https://t.co/oRa4rLmYuN",app_problems,app_problems,0.19269474974921863,4,0.16889547030085347,apple_005324,app_problems,"@AppleSupport not reviewing *any* twitter notifications, even though my settings allow push. Why?? https://t.co/7OdxqFuiyI",@695090 Let’s work together on this situation. How long has this been happening? Are you getting notifications for other apps?,1
24,2296245,apple_053343,"Hi @AppleSupport, for a month now my camera settings keep resetting to whatever they want, even though my ‘Preserve Settings’ are all on. 🙄 https://t.co/oRa4rLmYuN",app_problems,app_problems,0.19269474974921863,5,0.16763816549646834,apple_015207,app_problems,@AppleSupport why doesn't 'preserve settings' take off the live camera mode? I dont want live photos!,@196583 Thanks for reaching out. We'd like to look into this with you. Which iOS device and version of iOS are you using?,1
25,1636580,apple_015117,@AppleSupport I think that did it- thank you!,other_unclear,other_unclear,0.14644374398525087,1,0.637237035677346,,other_unclear,@AppleSupport i think i did it!! thank you!,@495457 Glad to hear that helped! Let us know if we can assist you with anything in the future. Have a great day!,2
25,1636580,apple_015117,@AppleSupport I think that did it- thank you!,other_unclear,other_unclear,0.14644374398525087,2,0.4755611979594302,apple_045507,other_unclear,"@AppleSupport Got it, Thank You",@669920 No problem and just reach out if you need help again. Have a good one!,2
25,1636580,apple_015117,@AppleSupport I think that did it- thank you!,other_unclear,other_unclear,0.14644374398525087,3,0.4755611979594302,apple_053433,other_unclear,"@AppleSupport Got it, thank you!","@212247 Glad we could help. If you need any further help in the future, feel free to reach out.",2
25,1636580,apple_015117,@AppleSupport I think that did it- thank you!,other_unclear,other_unclear,0.14644374398525087,4,0.4755611979594302,apple_063155,other_unclear,@AppleSupport I got it thank you!!,@454766 Happy to hear! Let us know if you have any further questions.,2
25,1636580,apple_015117,@AppleSupport I think that did it- thank you!,other_unclear,other_unclear,0.14644374398525087,5,0.4755611979594302,apple_074077,other_unclear,@AppleSupport Got it!  Thank you!! 🤓😜🙌🏻👍🏻,@300392 Excellent! You're very welcome! Please feel free to reach out to us again if you need any more help. Have a great day!,2
26,1123670,apple_036636,Is anyone else’s iPhone making a high pitched alarm noise? It sounds like a smoke detector but from the speaker of my phone? @AppleSupport,audio_speaker,audio_speaker,0.20761775171256558,1,0.293997767435757,apple_072399,audio_speaker,@AppleSupport my phone keeps making a noise like a smoke detector all on its own! Even if on silent! What’s going on??,@357353 Let's look into this together. Did any alerts appear along with the sound? Let us know if this helps: https://t.co/qNDOeFRLZJ,1
26,1123670,apple_036636,Is anyone else’s iPhone making a high pitched alarm noise? It sounds like a smoke detector but from the speaker of my phone? @AppleSupport,audio_speaker,audio_speaker,0.20761775171256558,2,0.27687780011932067,,audio_speaker,@115858 It sounds like a fire alarm x x x,@356402 We'd like to look into this. Send us a DM to continue. https://t.co/GDrqU22YpT,1
26,1123670,apple_036636,Is anyone else’s iPhone making a high pitched alarm noise? It sounds like a smoke detector but from the speaker of my phone? @AppleSupport,audio_speaker,audio_speaker,0.20761775171256558,3,0.2579167483417194,apple_057660,audio_speaker,"can my phone not start beeping like a smoke detector for no apparent reason, thanks @115858",@540888 We'd like to look into this behavior with you. Let us know in DM if anything appears on the screen when this happens. https://t.co/GDrqU22YpT,1
26,1123670,apple_036636,Is anyone else’s iPhone making a high pitched alarm noise? It sounds like a smoke detector but from the speaker of my phone? @AppleSupport,audio_speaker,audio_speaker,0.20761775171256558,4,0.24781845817851517,apple_067612,audio_speaker,@AppleSupport can you tell me why my iPhone 6s keeps making a really high pitched noise?,@386419 We can help isolate the issue. Please reach out to us in DM and we'll get started. https://t.co/GDrqU22YpT,1
26,1123670,apple_036636,Is anyone else’s iPhone making a high pitched alarm noise? It sounds like a smoke detector but from the speaker of my phone? @AppleSupport,audio_speaker,audio_speaker,0.20761775171256558,5,0.23139694947245004,apple_062010,audio_speaker,@AppleSupport I usually noticed it while my phone is ringing. It’s something like high pitched crackling noise!,"@267790 Got it, thanks. To confirm, did you have a chance to try the steps in the article we sent over?",1
27,188375,apple_039400,@AppleSupport I have not touched my phone to summon Siri nor anybody spoke hey Siri around.,other_unclear,other_unclear,0.14802234469969072,1,0.39910380647267707,apple_005081,other_unclear,@AppleSupport *hey Siri’,"@374878 Is ""Hey Siri"" on under  Settings &gt; Siri &amp; Search &gt; Listen for ""Hey Siri.""? If so, try toggling it off and back on.",2
27,188375,apple_039400,@AppleSupport I have not touched my phone to summon Siri nor anybody spoke hey Siri around.,other_unclear,other_unclear,0.14802234469969072,2,0.2632195707760965,apple_048788,other_unclear,@AppleSupport I have not,"@751610 Thanks. In that case, let's ensure we're on the same page. Please let us know in detail exactly what occurred when Siri announced Night Shift. Did you use Siri to activate Night Shift?",1
27,188375,apple_039400,@AppleSupport I have not touched my phone to summon Siri nor anybody spoke hey Siri around.,other_unclear,other_unclear,0.14802234469969072,3,0.21409717944840342,apple_024296,other_unclear,@AppleSupport does 'Hey SIRI' work on Macbooks?,@258351 Hi there! That feature is currently not available on Macs.,1
27,188375,apple_039400,@AppleSupport I have not touched my phone to summon Siri nor anybody spoke hey Siri around.,other_unclear,other_unclear,0.14802234469969072,4,0.21404000119581235,apple_034561,other_unclear,@AppleSupport why does my iPhone X reset “Hey Siri” / “listen for hey Siri” each time the phone is updated? So annoying! 🙄,@765183 Thanks for reaching out. DM the specific iOS version you are using currently so we can help out. https://t.co/GDrqU22YpT,1
27,188375,apple_039400,@AppleSupport I have not touched my phone to summon Siri nor anybody spoke hey Siri around.,other_unclear,other_unclear,0.14802234469969072,5,0.2071321650750775,apple_077331,other_unclear,@AppleSupport Nor that.,@592699 Let’s work together on this situation. Which device and iOS version are you using? Let us know in DM. We’ll move from there. https://t.co/GDrqU22YpT,1
28,2261521,apple_008053,"@116333 @AppleSupport @144811 Every time I️ connect my phone via USB this song starts, this is getting really old! Why can’t iOS remember what I was listening to last and start there? Any car, any iPhone, any iOS, Please fix this, it’s killing me! https://t.co/yxtLKBdYpn",apple_music_itunes,apple_music_itunes,0.2519066944077401,1,0.23523130695644073,apple_065120,apple_music_itunes,@AppleSupport can you make iOS Music app remember what i was listening to and resume? I’m not sure why it doesn’t do this…,@253364 Is the app getting closed completely between uses? When it stays open in the background it should resume from where you left off.,1
28,2261521,apple_008053,"@116333 @AppleSupport @144811 Every time I️ connect my phone via USB this song starts, this is getting really old! Why can’t iOS remember what I was listening to last and start there? Any car, any iPhone, any iOS, Please fix this, it’s killing me! https://t.co/yxtLKBdYpn",apple_music_itunes,apple_music_itunes,0.2519066944077401,2,0.18312893750834475,apple_062959,apple_music_itunes,This A ? is getting really annoying. @115858 #iphoneupdate #FirstWorldProblem,@630381 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1
28,2261521,apple_008053,"@116333 @AppleSupport @144811 Every time I️ connect my phone via USB this song starts, this is getting really old! Why can’t iOS remember what I was listening to last and start there? Any car, any iPhone, any iOS, Please fix this, it’s killing me! https://t.co/yxtLKBdYpn",apple_music_itunes,apple_music_itunes,0.2519066944077401,3,0.15581350578157763,apple_042403,apple_music_itunes,@115858 @118936 this I “I️” glitch is getting really annoying 🤬,@482455 We're here for you. Check out this article for help: https://t.co/xU1AGHStV6,1
28,2261521,apple_008053,"@116333 @AppleSupport @144811 Every time I️ connect my phone via USB this song starts, this is getting really old! Why can’t iOS remember what I was listening to last and start there? Any car, any iPhone, any iOS, Please fix this, it’s killing me! https://t.co/yxtLKBdYpn",apple_music_itunes,apple_music_itunes,0.2519066944077401,4,0.15541805150957874,apple_033058,apple_music_itunes,@AppleSupport if my iPhone is connect via Bluetooth to my car is there any way to get turn by turn directions when listening to the radio,"@299216 You'll want to test in your car. However, this article has the steps for adjusting the settings: https://t.co/qNkvRi5TH8",1
28,2261521,apple_008053,"@116333 @AppleSupport @144811 Every time I️ connect my phone via USB this song starts, this is getting really old! Why can’t iOS remember what I was listening to last and start there? Any car, any iPhone, any iOS, Please fix this, it’s killing me! https://t.co/yxtLKBdYpn",apple_music_itunes,apple_music_itunes,0.2519066944077401,5,0.1530870280636281,apple_027237,apple_music_itunes,.@115858 is taking too long to fix this “I️” glitch. It’s killing me.,@509539  Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1
29,1977405,apple_029919,@AppleSupport after updating to iOS 11.1 battery indicator for Bluetooth speakers or headphones are not shown!,ios_software_update,ios_software_update,0.13262053894129514,1,0.2488197866535483,apple_042372,ios_software_update,@AppleSupport Noticed it after updating to iOS 11,"@398842 Do you have a current backup of your iPhone in iCloud or iTunes? If not, we recommend completing one now before our next steps: https://t.co/SqDrACWbVH",1
29,1977405,apple_029919,@AppleSupport after updating to iOS 11.1 battery indicator for Bluetooth speakers or headphones are not shown!,ios_software_update,ios_software_update,0.13262053894129514,2,0.24371778247624934,apple_012311,ios_software_update,"@AppleSupport iPhone 6S plus, after updating to iOS 11","@318836 We appreciate your reply. Please send us a DM, so we can take a closer look. https://t.co/GDrqU22YpT",1
