index,tweet_id,conversation_id,customer_message,gold_intent,predicted_intent,intent_correct,reply,evidence_used,evidence_safe,evidence_relevance,evidence_quality,problem_match,customer_problem_similarity,response_problem_similarity,intent_match,domain_match,action_match,conflict_detected,generic_response,final_evidence_score,evidence_rejection_reason,grounded,unsupported_claims,response_type,escalation_decision,escalation_reason,safe_to_answer,generation_error
69,1620561,apple_074730,@AppleSupport @115858 I’m not entirely sure what’s going on? I managed to go through the reservation now it’s reverted back to this?? https://t.co/DcBhDI2Y2q,other_unclear,other_unclear,True,"Based on a similar Apple Support case, Let's work together on this. Check out the following link and let us know if this helps:",True,True,0.57,1.0,0.45,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
70,2440888,apple_042657,@115858 the camera on the brand new iPhone 8 I bought on Sunday doesn’t work as I discovered today at the airport while trying to take a picture of my parking location .  Very inconvenienced and pissed as I’m on travel for work!  Was up at 6am Sunday to wait in line to get it!,device_hardware,device_hardware,True,"Based on a similar Apple Support case, We'd love to help take a closer look. Does this happen with multiple photos? Which version of iOS are you running in Settings &gt; General &gt; About?",True,True,0.72,1.0,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
71,333624,apple_036322,Aye @115858 y’all better fix this Do Not Disturn button.,other_unclear,other_unclear,True,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,True,0.645,0.93,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
72,2482434,apple_016952,"Wow @115858 ever since my update my #iphone has gotten slower and dumber, I guess I’ll take the #smart out of it and just toss it #good #job",ios_update,ios_update,True,"Based on a similar Apple Support case, We're here! Let's talk about what's going on with your iPhone. Which iOS version is showing in Settings &gt; General &gt; About?",True,True,0.72,1.0,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
73,199307,apple_012401,iPhone 6s is officially one year old today... and my Touch ID just randomly stopped working @115858 #helpme #forgotallmypasswords,device_hardware,device_hardware,True,"Based on a similar Apple Support case, We're here to help. What specifically is going on with your phone? Additionally, if you can access it, what version of iOS are you running under Settings &gt; General &gt; About?",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
74,1725665,apple_035485,@115858 stop waiting around &amp; fix the “I️” big issue because to programmers who don’t work for you- it’s aggravating &amp; insulting.,ios_update,ios_update,True,"Based on a similar Apple Support case, That is a feature in iOS 11. Wi-Fi and Bluetooth disconnect from the network or device but don't turn off.",True,True,0.645,0.93,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
75,1192069,apple_026786,"@AppleSupport This is what movies anywhere settings look like, I dont have those settings, that is why I can't connect or disconnect my itunes account https://t.co/ylONULiI1L",apple_id_icloud,apple_id_icloud,True,"Based on a similar Apple Support case, Great question. While erasing your iPhone 6S Plus would remove the iTunes Store account from the device, it will not remove the iCloud account associated with the device. You'll need to sign out of iCloud prior to erasing to do so.",True,True,0.72,0.85,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
76,417281,apple_033971,I need to rethink life. My iPhone camera sucks @115858,device_hardware,device_hardware,True,"Based on a similar Apple Support case, Are you turning it off in Photos or Settings? Set the default option in Settings &gt; Camera &gt; Preserve Setting &gt; Toggle off Live Photo.",True,True,0.645,0.85,0.45,0.4,0.5,True,1.0,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
77,1628497,apple_001975,@AppleSupport When can we expect a bug fix for the whole “I️” keyboard issue,ios_update,ios_update,True,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,True,0.645,0.93,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
78,126398,apple_012909,The act of trying to get data from one @115858 iPhone to another (my new one) must be one of the most complicated and frustrating technological processes I have encountered in a long time. There must be a simpler way.,other_unclear,other_unclear,True,Could you provide a little more detail about the issue you're experiencing?,True,True,0.72,0.68,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,insufficient_evidence,AUTO_HANDLE,,True,
79,2410164,apple_069773,@115858 releases overpriced @797 and suddenly my iPhone camera stops working. GTFOH!! @136958 please stop this bull shiitake!,device_hardware,device_hardware,True,"Based on a similar Apple Support case, We're happy to help out. To clarify, which exact iOS version do you have installed? Regarding Bluetooth this is expected, as outlined here: When taking non-live photos, be sure you're tapping the icon at the top of the camera app.",True,True,0.72,1.0,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
80,2283119,apple_029392,@115858 what’s the point of having do not disturb on if I keep getting disturbed? Broken ass setting lmao,other_unclear,other_unclear,True,"Based on a similar Apple Support case, We'd like to help! Let's try the steps in this article:",True,True,0.645,0.9,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
81,2276939,apple_049238,"Hey @115858, please fix this. Kind of insane that one of the most commonly used words in the English language autocorrects into “A?”. Thanks. https://t.co/170APxpWqa",ios_update,ios_update,True,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,True,0.57,0.93,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
82,1976581,apple_017759,Wtf @115858??? https://t.co/UOdELVJ60d,other_unclear,other_unclear,True,"Based on a similar Apple Support case, We're here to help. Which iOS version do you have? You can locate this in Settings &gt; General &gt; About.",True,True,0.57,1.0,0.45,0.4,0.5,True,0.5,0.75,False,False,0.435,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
83,1557170,apple_019283,Why does this do this?! It’s so weird. @115858 anything?? It’s not my keyboard shortcuts so please help always replaces my I’s https://t.co/Nst53eNuMm,ios_update,ios_update,True,"Based on a similar Apple Support case, Let's get this figured out. When did this start happening? Did you recently update to iOS 11? Please send us a DM.",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
84,1740800,apple_039340,"Since #ios11, my alarm is silent, calls don’t work and apps keep freezing. @AppleSupport @115858 great job",ios_update,ios_update,True,"Based on a similar Apple Support case, We'd love to team up to take a look at what's going on. Is it all apps that freeze or just a few? When you restart the iPhone, does that help until the next time you open an app, or does it freeze immediately? Let us know more in DM and we'll get started.",True,True,0.75,1.0,0.95,0.95,0.95,True,1.0,0.75,False,False,0.81,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
85,1655492,apple_073949,"@AppleSupport ""Connections to host https://t.co/UE9wL6EXSQ on the default ports failed.""",wifi_connectivity,wifi_connectivity,True,"Could you tell us what is happening with Wi-Fi, such as not connecting or frequently disconnecting?",False,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,False,False,0.0,no_evidence,True,,insufficient_evidence,AUTO_HANDLE,,False,
86,1645496,apple_057669,@115858 Heartbroken 💔 Think I may have lost all the photos of my pregnancy and newborn baby girl. Surely there is something that can be done!,apple_id_icloud,apple_id_icloud,True,"Based on a similar Apple Support case, We'd like to help. So we're clear, have you checked to confirm the photos are showing here?",True,True,0.72,0.75,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
87,411144,apple_052455,@115858 the new 11 download has screwed my phone up completely!!!!please fix this problem.its basically a frozen mess!!,ios_update,ios_update,True,"Based on a similar Apple Support case, Thanks for contacting us, this issue was resolved with the software update. Please visit:",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
88,2441813,apple_034502,Alright guys anyone have an old unlocked phone laying around I'm sick of having no storage,other_unclear,other_unclear,True,Could you provide a little more detail about the issue you're experiencing?,True,True,0.645,0.75,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,insufficient_evidence,AUTO_HANDLE,,True,
89,851766,apple_050272,"@AppleSupport Hi, I had my 6S+ battery replaced @ my local Apple Store over the weekend. Now, my front camera doesn't work. Suggestions?",device_hardware,battery_charging,False,"Could you tell us what is happening with the battery or charging, such as fast draining or not charging?",True,True,0.72,0.75,0.575,0.65,0.5,False,0.2,0.75,False,False,0.465,domain_match + actionable_guidance,True,,insufficient_evidence,AUTO_HANDLE,,True,
90,724937,apple_042703,"my iPhone has died a total of FOUR times today even though every time it was on ""100%""... @115858, you're going to get a very angry call soon",battery_charging,battery_charging,True,"Could you tell us what is happening with the battery or charging, such as fast draining or not charging?",False,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,False,False,0.0,no_evidence,True,,insufficient_evidence,AUTO_HANDLE,,False,
91,1003738,apple_014087,@AppleSupport impossible d’installer ios 11.0.3   Décidément ios 11 c’est vraiment de la merde,ios_update,ios_update,True,"Could you tell us what is happening with the iOS update, such as downloading, installing, or failing?",True,True,0.645,0.75,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,insufficient_evidence,AUTO_HANDLE,,True,
92,84175,apple_058914,My phones speaker just broke down on me thanks @115858 do better,audio_speaker,audio_speaker,True,"To narrow this down, We'd love to help with this. First, we need some details: does the speaker work when listening to music or watching a video? What about while using speakerphone? Let us know more in DM, including which version of the operating system, and we'll get started.",True,True,0.645,0.95,0.45,0.4,0.5,True,1.0,0.75,False,False,0.51,domain_match + actionable_guidance,True,,clarification_question,AUTO_HANDLE,,True,
93,2728172,apple_064240,"@AppleSupport 

leave us back to ios 10🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼
Ios 11 is terrible 🤮

if I do not switch to android",ios_update,ios_update,True,"Based on a similar Apple Support case, We're here to help. An update has been released that addresses this issue. If you haven't already, back up your iPhone and follow the steps here: DM us if you have questions.",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
94,1707652,apple_015390,These damn check boxes @115858 is annoying and I️ can’t fix it because y’all won’t fix my damn iCloud account,apple_id_icloud,apple_id_icloud,True,"Based on a similar Apple Support case, Congratulations on your new iPhone X! We'd be happy to help. Did you restore using iCloud or iTunes? Are you signed in with the same Apple ID on all devices?",True,True,0.72,0.85,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
95,2565712,apple_040891,"@115858 @AppleSupport worst service ever! 3000+ pictures/videoes of my son from a baby, Christmas, birthday GONE!! No answer as to why or anything. Will definitely be getting rid of my phone now and won’t be using Apple products again🙂 #ios1111",ios_update,ios_update,True,"Based on a similar Apple Support case, Hi there. What happens when you try to delete a pic? Are you running iOS 11.0.2? And do you have iCloud Photo Library enabled?",True,True,0.72,0.8,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
96,1099713,apple_012596,"@AppleSupport Both. 

Quit and relaunched Maps in between switching from Wi-Fi to cellular just to be sure.",wifi_connectivity,wifi_connectivity,True,"Based on a similar Apple Support case, We're happy to help. Do you have the option to check on a computer? Are you able to connect on your iPhone by using cellular data?",True,True,0.645,1.0,0.45,0.4,0.5,True,1.0,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
97,1795222,apple_040791,This thing is the bane of my life. @115858 when will you make things that don't break after a couple of months? This is the second one starts to pause and skip songs. 🙄 https://t.co/eJDJuuI7fo,audio_speaker,apple_music_itunes,False,"Based on a similar Apple Support case, Thanks for reaching out. Does this happen with all devices or just this one? Was the iPad needing to update when it happened this time?",True,True,0.645,1.0,0.575,0.65,0.5,False,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
98,2065144,apple_002876,@115858 I’m not listening to music wtf https://t.co/7a1GuyPBQR,apple_music_itunes,apple_music_itunes,True,"Based on a similar Apple Support case, You can. Check out how to use Control Center and Music here:",True,True,0.72,0.75,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
99,247118,apple_014094,@AppleSupport you real screwed the pooch on iOS 11! Siri is a mess. Battery life is a mess. iPhone keeps crashing.,ios_update,battery_charging,False,"Could you tell us what is happening with the battery or charging, such as fast draining or not charging?",False,False,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,False,0.0,no_evidence,True,,insufficient_evidence,AUTO_HANDLE,,False,
100,1709996,apple_024583,@115858 you need to get this under control it’s annoying https://t.co/v7ZwhDu6S2,other_unclear,other_unclear,True,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,True,0.645,0.93,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
101,1153446,apple_025882,@391389 @AppleSupport It made my phone SUPER slow and glitchy,ios_update,ios_update,True,"Based on a similar Apple Support case, We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in?",True,True,0.645,0.68,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
102,2355070,apple_004342,Everytime i refresh my tl my music stops and its really making me mad. @115858 fix this shit Deadass ya blowing my shit with all these damn issues. Before i get a samsung.,apple_music_itunes,apple_music_itunes,True,"Based on a similar Apple Support case, Let's look into this for you. How often does your music get deleted? Are you an Apple Music subscriber? Let us know in DM.",True,True,0.72,0.68,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
103,2525509,apple_028680,all the pictures on my phone magically deleted. what the fuck @115858,apple_id_icloud,apple_id_icloud,True,"Based on a similar Apple Support case, What happened before they were deleted? Are you able to see those photos at if you log in there?",True,True,0.72,0.88,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
104,2282663,apple_014699,"Are there major @118936 issues at @115858 ?? Techs overwhelmed, chats spinning waiting.... what’s going on??",other_unclear,other_unclear,True,"Based on a similar Apple Support case, Let's work together on this. Check out the following link and let us know if this helps:",True,True,0.57,1.0,0.45,0.4,0.5,True,0.5,0.75,False,False,0.435,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
105,568847,apple_043878,How buggy is iOS 11 on iPhoneX? Mails are literally unreadable with such huge fonts. @115858 https://t.co/JfyrcoodDT,screen_display,ios_update,False,"Based on a similar Apple Support case, We can help! Which version of iOS 11 are you running? Find that in Settings &gt; General &gt; About and join us in DM.",True,True,0.645,1.0,0.575,0.65,0.5,False,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
106,1234121,apple_074333,just witnessed my phone go from 37% to 23% lol fuck y’all @115858,battery_charging,battery_charging,True,"Could you tell us what is happening with the battery or charging, such as fast draining or not charging?",True,True,0.645,0.95,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,insufficient_evidence,AUTO_HANDLE,,True,
107,2552290,apple_018135,@AppleSupport Thanks! I don’t connect to anything else so just my car. Did it with my previous car too.,audio_speaker,audio_speaker,True,"Based on a similar Apple Support case, If you are having trouble with your Bluetooth connection, we're here to help! Let us know what happens when you try to connect.",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
108,1698630,apple_011696,@AppleSupport No it's been fine before but the last two updates it just comes up error. I don't have an iPad to use iTunes to update.,ios_update,apple_music_itunes,False,"Based on a similar Apple Support case, We're happy to help. If you can not update over the air, you can also use iTunes:",True,True,0.72,1.0,0.575,0.65,0.5,False,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
109,701597,apple_037091,"Dear Apple, pls fix this problem. What’s the point of having a shortcut when it doesn’t even work? @115858 #OffWifi #Offbluetooth https://t.co/o7Yj8G8DDh",wifi_connectivity,wifi_connectivity,True,"Based on a similar Apple Support case, We can help. The widget allows you to temporarily turn off Wi-Fi. You can disable it in Settings.",True,True,0.645,0.85,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
110,2914634,apple_037245,"@115858 @AppleSupport For some reason I can’t send out iMessages. I restarted, turned off/on iMessages, logged in/out of iCloud with no resolve. Is this a issue with the iOS or is it my phone ?",apple_id_icloud,apple_id_icloud,True,"Based on a similar Apple Support case, You're in the right place, we got you. Are you receiving any type of error messages when attempting to sign in? Please DM us.",True,True,0.645,0.93,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
111,440797,apple_049130,@115858 as if I waited ten days to recover my password finally got 2 &amp; your website has an error and I have to wait again! Samsung convert.,apple_id_icloud,apple_id_icloud,True,"Based on a similar Apple Support case, Thanks for reaching out. You can attempt to shorten the wait. Check out the steps outlined here:",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
112,1908496,apple_004980,"These popped up as NEW notifications today. Something from yesterday &amp; SUNDAY?! I’m missing calls, missing emails WHY R U DOING THIS @115858 https://t.co/TVJMzWDL59",calls_cellular,calls_cellular,True,"Based on a similar Apple Support case, We know how important your phone calls are and we'll help. Did you recently update to iOS 11.0.3? Please send us a DM.",True,True,0.72,1.0,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
113,1684426,apple_044457,Unused space on the iPhone X keyboard could be used for frequently used emojis like Touch bar on Mac. 🤷‍♀️ https://t.co/OZx48cSVWl,screen_display,screen_display,True,"Based on a similar Apple Support case, We want to help. Please take a look at this article that can help with the issue you're seeing:",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
114,2353664,apple_074414,"@AppleSupport The iPhone just shows the Apple logo, nothing else. It won’t even connect to iTunes because my phone won’t even open to my home screen so I can’t access anything. It’s been like that for about 9 hours (on and off the charge)",device_hardware,battery_charging,False,"Could you tell us what is happening with the battery or charging, such as fast draining or not charging?",False,False,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,False,0.0,no_evidence,True,,insufficient_evidence,AUTO_HANDLE,,False,
115,2752724,apple_065153,@115858 it won’t let me re install macOS i bought a mac off a friend and reset so all info would be gone saying item isn’tavailable try again,other_unclear,other_unclear,True,"Based on a similar Apple Support case, We'd love to help! Which Mac are you using and what operating system version are you trying to install? Are you following these steps?",True,True,0.72,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
116,1078402,apple_062105,"This new keyboard thing isn’t working on my iPad, @AppleSupport. Random numbers pop up in my words. And then I correct. Make it go away.",ios_update,ios_update,True,"Based on a similar Apple Support case, Good morning to you as well, and thank you. It looks like an ad pop-up, certainly not Apple affiliated. Check out this article to get rid of it, and prevent these in the future:",True,True,0.825,1.0,0.95,0.95,0.95,True,0.5,0.75,False,False,0.735,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
117,1773234,apple_009616,This iPhone bug whenever I️ type the letter i (as in abcdefgh-i-jk...) is driving me nuts! @115858 please fix this!,ios_update,ios_update,True,"Based on a similar Apple Support case, Thanks for contacting us about your keyboard. We've got your back. Give these steps a try:",True,True,0.6,0.75,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
118,2804326,apple_020374,Dear @115858 what the shit? My account gets hacked and you give me a run around? #bullshit,apple_id_icloud,apple_id_icloud,True,This may involve account security or sensitive information. Please contact official Apple Support directly so a specialist can assist you.,False,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,False,False,0.0,no_evidence,True,,escalation,ESCALATE,account_security,False,
119,2002700,apple_053386,"@AppleSupport turned back on again.
It was connected to a power supply too. Now the battery is completely drained and i cant even get it to charge",battery_charging,battery_charging,True,"Based on a similar Apple Support case, Let's help. Since updating the iOS, let's make sure your settings are the best for battery life:",True,True,0.72,1.0,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
120,249333,apple_015216,"This might sound like an ignorant question, but how does one sign up for an iTunes account in Uganda without a credit card? Help! #uot #uganda @115858",apple_id_icloud,apple_id_icloud,True,This may involve account security or sensitive information. Please contact official Apple Support directly so a specialist can assist you.,False,False,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,False,False,0.0,no_evidence,True,,escalation,ESCALATE,payment_billing,False,
121,2547281,apple_058713,@115858 what the fuck are y’all doin where i️ can’t even type the letter i️ ??? get your shit together,ios_update,ios_update,True,"Based on a similar Apple Support case, Thanks for contacting us, this issue was resolved with the software update. Please visit:",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
122,743477,apple_056930,Hey @115858 why do I only get text alerts/notifications part of the time on my 8?  Didn’t have this issue with my 7...,other_unclear,other_unclear,True,"Based on a similar Apple Support case, Looks like your Time and Date disappeared unexpectedly. Let's help. Which iOS version are you currently running under Settings &gt; General &gt; About?",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
123,2105214,,@115858 Throwing away the whole phone,other_unclear,other_unclear,True,"Based on a similar Apple Support case, An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.2. For more info, check out:",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
124,856160,apple_026299,"wtf is wrong w/ itunes, I’ve been waiting for a song to download for over two weeks now 🤦🏼‍♀️ @115858",apple_music_itunes,apple_music_itunes,True,Could you tell us what is happening with Apple Music or iTunes?,True,True,0.72,0.68,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,insufficient_evidence,AUTO_HANDLE,,True,
125,2740754,apple_001329,"I-Phone &amp; Mac Book chargers have packed in today, both less than 6 months old.....Any chance @115858 😞😤",device_hardware,device_hardware,True,"Based on a similar Apple Support case, You've reached the right place for support. To start, please DM us with the country where you're located.",True,True,0.645,0.68,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
126,2169837,apple_021326,Man @115858 need to fix this shit!!! I’m so sick the letter “I️” messing up!,ios_update,ios_update,True,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,True,0.645,0.93,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
127,2070482,apple_075064,"Hey @115858 11.0.2 sucks and glitched my clock away, and screwed up locked screen #fixit",screen_display,screen_display,True,"Could you tell us what is happening with the screen, such as a black display, touch issue, or flickering?",True,True,0.72,0.68,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,insufficient_evidence,AUTO_HANDLE,,True,
128,1814499,apple_013173,@115858 I can never catch a 🤬 break with y’all! I just bought a new headphone adapter listened to a whole song &amp; now it not being recognized,audio_speaker,audio_speaker,True,"Based on a similar Apple Support case, We're here for you. In order to better understand the issue at hand, we'd like to know a few things: which device you're using, what version of iOS (Settings &gt; General &gt; About), and which accessory you're using. Thanks!",True,True,0.645,1.0,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
129,2518304,apple_056660,Hey @115858 why can’t I make any phone calls? It’s been nearly an hour of my iPhone not working.  #sos 📱,calls_cellular,calls_cellular,True,"Based on a similar Apple Support case, Hi. We are here to help. To get started, what is your current iOS version? Go to Settings &gt; General &gt; About for that. Also, what happens when you attempt to send a message and what happens when someone calls you? Are there any error messages? Thanks",True,True,0.72,1.0,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
130,1557118,apple_050127,Hey @115858 can u fix the ‘eye’ issue so EYE can stop sounding ridiculous in my emails to my profs,ios_update,ios_update,True,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,True,0.645,0.93,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
131,2408473,apple_021786,You know.. this whole “I️” problem is getting on my nerves. I️ have to rearrange my tweets cause they look stupid. @115858 what are y’all waiting for to fix this problem? Got yourselves an iPhone X but can’t fax an emoji problem? Good job. What would Steve Jobs say! Psh.,ios_update,ios_update,True,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,True,0.645,0.93,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
132,2001552,apple_041854,@115858 what’s up with the 8S Plus not autolocking? Pretty annoying... sounds like a common problem.,other_unclear,other_unclear,True,"Based on a similar Apple Support case, Here’s what you can do to work around the issue until it’s fixed in a future software update:",True,True,0.57,0.93,0.45,0.4,0.5,True,0.5,0.75,False,False,0.435,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
133,1772937,,@532860 @115858 Yep. It’s still messed up for me.,other_unclear,other_unclear,True,Could you provide a little more detail about the issue you're experiencing?,True,True,0.645,0.75,0.575,0.65,0.5,True,0.5,0.75,False,False,0.51,domain_match + actionable_guidance,True,,insufficient_evidence,AUTO_HANDLE,,True,
134,1119366,apple_049820,@AppleSupport WiFi and streaming.,wifi_connectivity,wifi_connectivity,True,"Based on a similar Apple Support case, We're here for you. To turn off Wi-Fi and Bluetooth, follow these steps: To turn off Wi-Fi, go to Settings &gt; Wi-Fi and turn off Wi-Fi. To turn off Bluetooth, go to Settings &gt; Bluetooth and turn off Bluetooth. You can read more about this here:",True,True,0.645,1.0,0.45,0.4,0.5,True,1.0,0.75,False,False,0.51,domain_match + actionable_guidance,True,,troubleshooting,AUTO_HANDLE,,True,
135,1747438,apple_076392,FIX SPOTIFY IN THE MUSIC PLAYER #mygod @115858,apple_music_itunes,apple_music_itunes,True,Could you tell us what is happening with Apple Music or iTunes?,True,True,0.72,0.68,0.575,0.65,0.5,True,1.0,0.75,False,False,0.585,domain_match + actionable_guidance,True,,insufficient_evidence,AUTO_HANDLE,,True,
