row,customer_message,conversation_id,true_intent,predicted_intent,intent_confidence,intent_correct,reply,response_type,evidence_used,evidence_consistent,evidence_retrieved,evidence_candidates,top1_exists,top1_safe,top1_similarity,top1_relevance,top1_quality,top1_rejection_reason,evidence_relevance,evidence_quality,evidence_id,safe_to_answer,grounded,unsupported_claim_count,unsupported_claims,escalation_decision,escalated,escalation_reason,unsafe_reply,generation_error,error
60,Download 11.1 they said.  I️t will be fun and correct your issues they said. No @115858 I️t hasn’t and only slowed my phone down more.  Time to switch because I️t has gotten worse over the last year.,apple_055483,other_unclear,ios_software_update,0.1336937012887184,False,,error,False,False,0,0,True,False,0.2900627917227555,0.5725,0.85,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
61,@115858 can u plz help me my phone keep saying it has headphones in but there’s no headphones in!!!!,apple_025800,other_unclear,audio_speaker,1.0,False,,error,False,False,0,0,True,False,0.28497534263326185,0.7837,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
62,"Bought the new @34587 album on @118721 , songs were out of order. Deleted and re-downloaded now 2 songs are missing. #help @115858",apple_023822,other_unclear,apple_music_itunes,1.0,False,,error,False,False,0,0,True,False,0.2499059983944515,0.5625,0.85,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
63,Hola @115858 me ha llegado un correo para resetear mi cuenta iCloud... es de ustedes o es un virus?,apple_039751,other_unclear,apple_id_icloud,1.0,False,,error,False,False,0,0,True,False,0.21766205460495608,0.6394,0.75,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
64,@717638 @115858 My phone doesn't even ring anymore. It just pops up that I've missed a call,apple_048124,other_unclear,calls_cellular,0.22637994382775656,False,,error,False,False,0,0,True,True,0.21403699501514442,0.6435,0.8,,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
65,@AppleSupport why do you keep taking my money!!!! Apple hold keeps taking $1 every other week from me!!!!!!,apple_021419,other_unclear,other_unclear,0.14749114046549774,True,,error,False,False,0,0,True,False,0.26600376140339616,0.5745,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
66,"Hey @115858, you need me to have access to a device to access any form of help for my broken device. Catch 22, my friends.",apple_039593,other_unclear,device_hardware,0.2269731643388126,False,,error,False,False,0,0,True,False,0.12232254376496302,0.6181,0.75,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
67,@AppleSupport It’s the only WiFi I connect to so I can’t really answer that,apple_031780,other_unclear,wifi_connectivity,1.0,False,,error,False,False,0,0,True,False,0.10621352480028817,0.6766,1.0,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
68,@AppleSupport I already did that. I also did the force restart and the same thing happened,apple_008925,other_unclear,other_unclear,0.14021861123326773,True,,error,False,False,0,0,True,False,0.4332918337691081,0.6233,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
69,@AppleSupport @115858 I’m not entirely sure what’s going on? I managed to go through the reservation now it’s reverted back to this?? https://t.co/DcBhDI2Y2q,apple_074730,other_unclear,other_unclear,0.14173289635009043,True,,error,False,False,0,0,True,False,0.22467563655705625,0.5712,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
70,@115858 the camera on the brand new iPhone 8 I bought on Sunday doesn’t work as I discovered today at the airport while trying to take a picture of my parking location .  Very inconvenienced and pissed as I’m on travel for work!  Was up at 6am Sunday to wait in line to get it!,apple_042657,other_unclear,device_hardware,1.0,False,,error,False,False,0,0,True,True,0.11787055843501013,0.6795,1.0,,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
71,Aye @115858 y’all better fix this Do Not Disturn button.,apple_036322,other_unclear,other_unclear,0.1415305804469256,True,,error,False,False,0,0,True,False,0.5411101274248727,0.6433,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
72,"Wow @115858 ever since my update my #iphone has gotten slower and dumber, I guess I’ll take the #smart out of it and just toss it #good #job",apple_016952,other_unclear,ios_software_update,1.0,False,,error,False,False,0,0,True,True,0.1582436015742922,0.6646,1.0,,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
73,iPhone 6s is officially one year old today... and my Touch ID just randomly stopped working @115858 #helpme #forgotallmypasswords,apple_012401,other_unclear,device_hardware,1.0,False,,error,False,False,0,0,True,False,0.5490977240915502,0.6578,0.68,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
74,@115858 stop waiting around &amp; fix the “I️” big issue because to programmers who don’t work for you- it’s aggravating &amp; insulting.,apple_035485,other_unclear,ios_software_update,0.13706768557031326,False,,error,False,False,0,0,True,False,0.15327364364475793,0.5463,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
75,"@AppleSupport This is what movies anywhere settings look like, I dont have those settings, that is why I can't connect or disconnect my itunes account https://t.co/ylONULiI1L",apple_026786,other_unclear,apple_music_itunes,1.0,False,,error,False,False,0,0,True,False,0.2440116504388098,0.7015,0.68,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
76,I need to rethink life. My iPhone camera sucks @115858,apple_033971,other_unclear,device_hardware,1.0,False,,error,False,False,0,0,True,False,0.31372358505495335,0.6634,0.75,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
77,@AppleSupport When can we expect a bug fix for the whole “I️” keyboard issue,apple_001975,other_unclear,ios_software_update,0.1408915895670023,False,,error,False,False,0,0,True,False,0.3289312530590457,0.7002,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
78,The act of trying to get data from one @115858 iPhone to another (my new one) must be one of the most complicated and frustrating technological processes I have encountered in a long time. There must be a simpler way.,apple_012909,other_unclear,other_unclear,0.14605486536579618,True,,error,False,False,0,0,True,False,0.21268201131242415,0.6712,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
79,@115858 releases overpriced @797 and suddenly my iPhone camera stops working. GTFOH!! @136958 please stop this bull shiitake!,apple_069773,other_unclear,device_hardware,1.0,False,,error,False,False,0,0,True,False,0.23419582467394678,0.6435,0.75,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
80,@115858 what’s the point of having do not disturb on if I keep getting disturbed? Broken ass setting lmao,apple_029392,other_unclear,other_unclear,0.14893354387513164,True,,error,False,False,0,0,True,False,0.17108217907360537,0.6633,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
81,"Hey @115858, please fix this. Kind of insane that one of the most commonly used words in the English language autocorrects into “A?”. Thanks. https://t.co/170APxpWqa",apple_049238,other_unclear,ios_software_update,0.13495426400996838,False,You're welcome! Glad to hear that helped.,resolved_acknowledgement,False,False,0,0,True,False,0.36661265439256496,0.5997,0.93,domain_mismatch,0.36661265439256496,0.93,,True,True,0,,HANDLE,False,escalation_function_error:'<' not supported between instances of 'dict' and 'float',False,False,
82,Wtf @115858??? https://t.co/UOdELVJ60d,apple_017759,other_unclear,other_unclear,0.14708544509174304,True,,error,False,False,0,0,True,False,1.0,0.765,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
83,Why does this do this?! It’s so weird. @115858 anything?? It’s not my keyboard shortcuts so please help always replaces my I’s https://t.co/Nst53eNuMm,apple_019283,other_unclear,ios_software_update,0.13170593727175434,False,,error,False,False,0,0,True,False,0.14492180602405844,0.6542,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
84,"Since #ios11, my alarm is silent, calls don’t work and apps keep freezing. @AppleSupport @115858 great job",apple_039340,other_unclear,ios_software_update,0.13431611192633805,False,,error,False,False,0,0,True,False,0.182325997232349,0.7581,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
85,"@AppleSupport ""Connections to host https://t.co/UE9wL6EXSQ on the default ports failed.""",apple_073949,other_unclear,wifi_connectivity,0.27406217742651756,False,,error,False,False,0,0,True,False,0.2451915873602097,0.5543,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
86,@115858 Heartbroken 💔 Think I may have lost all the photos of my pregnancy and newborn baby girl. Surely there is something that can be done!,apple_057669,other_unclear,apple_id_icloud,0.1752446499339718,False,,error,False,False,0,0,True,False,0.17546299310211852,0.6469,0.93,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
87,@115858 the new 11 download has screwed my phone up completely!!!!please fix this problem.its basically a frozen mess!!,apple_052455,other_unclear,ios_software_update,0.14770508759396758,False,,error,False,False,0,0,True,False,0.31304366534368105,0.5933,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
88,Alright guys anyone have an old unlocked phone laying around I'm sick of having no storage,apple_034502,other_unclear,other_unclear,0.15683756940835236,True,,error,False,False,0,0,True,False,0.225824291938864,0.5715,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
89,"@AppleSupport Hi, I had my 6S+ battery replaced @ my local Apple Store over the weekend. Now, my front camera doesn't work. Suggestions?",apple_050272,other_unclear,battery_charging,1.0,False,,error,False,False,0,0,True,True,0.1612493097278175,0.6128,1.0,,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
90,"my iPhone has died a total of FOUR times today even though every time it was on ""100%""... @115858, you're going to get a very angry call soon",apple_042703,other_unclear,battery_charging,0.2170677051451219,False,,error,False,False,0,0,True,False,0.11373720968263937,0.6409,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
91,@AppleSupport impossible d’installer ios 11.0.3   Décidément ios 11 c’est vraiment de la merde,apple_014087,other_unclear,ios_software_update,1.0,False,,error,False,False,0,0,True,False,0.34203183197609993,0.5755,0.75,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
92,My phones speaker just broke down on me thanks @115858 do better,apple_058914,other_unclear,audio_speaker,1.0,False,You're welcome! Glad to hear that helped.,resolved_acknowledgement,False,False,0,0,True,False,0.2045842265072439,0.6561,0.95,domain_mismatch,0.2045842265072439,0.95,,True,True,0,,HANDLE,False,escalation_function_error:'<' not supported between instances of 'dict' and 'float',False,False,
93,"@AppleSupport 

leave us back to ios 10🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼
Ios 11 is terrible 🤮

if I do not switch to android",apple_064240,other_unclear,ios_software_update,1.0,False,,error,False,False,0,0,True,False,0.22792498591346105,0.6845,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
94,These damn check boxes @115858 is annoying and I️ can’t fix it because y’all won’t fix my damn iCloud account,apple_015390,other_unclear,apple_id_icloud,1.0,False,,error,False,False,0,0,True,False,0.1242137444786945,0.6411,1.0,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
95,"@115858 @AppleSupport worst service ever! 3000+ pictures/videoes of my son from a baby, Christmas, birthday GONE!! No answer as to why or anything. Will definitely be getting rid of my phone now and won’t be using Apple products again🙂 #ios1111",apple_040891,other_unclear,ios_software_update,0.12130157205878755,False,,error,False,False,0,0,True,False,0.13467202184957627,0.5437,0.95,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
96,"@AppleSupport Both. 

Quit and relaunched Maps in between switching from Wi-Fi to cellular just to be sure.",apple_012596,other_unclear,wifi_connectivity,1.0,False,,error,False,False,0,0,True,False,0.08030317721189419,0.6701,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
97,This thing is the bane of my life. @115858 when will you make things that don't break after a couple of months? This is the second one starts to pause and skip songs. 🙄 https://t.co/eJDJuuI7fo,apple_040791,other_unclear,apple_music_itunes,1.0,False,,error,False,False,0,0,True,False,0.20942389677503134,0.5624,0.95,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
98,@115858 I’m not listening to music wtf https://t.co/7a1GuyPBQR,apple_002876,other_unclear,apple_music_itunes,1.0,False,,error,False,False,0,0,True,False,0.44293114265586164,0.7457,0.85,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
99,@AppleSupport you real screwed the pooch on iOS 11! Siri is a mess. Battery life is a mess. iPhone keeps crashing.,apple_014094,other_unclear,battery_charging,1.0,False,,error,False,False,0,0,True,False,0.20061054551209287,0.7182,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
100,@115858 you need to get this under control it’s annoying https://t.co/v7ZwhDu6S2,apple_024583,other_unclear,other_unclear,0.13804525760993278,True,,error,False,False,0,0,True,False,0.35718000742641376,0.5973,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
101,@391389 @AppleSupport It made my phone SUPER slow and glitchy,apple_025882,other_unclear,ios_software_update,0.1277892592758849,False,,error,False,False,0,0,True,False,0.3116664737143659,0.7054,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
102,Everytime i refresh my tl my music stops and its really making me mad. @115858 fix this shit Deadass ya blowing my shit with all these damn issues. Before i get a samsung.,apple_004342,other_unclear,apple_music_itunes,1.0,False,,error,False,False,0,0,True,False,0.15082797993537395,0.6477,1.0,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
103,all the pictures on my phone magically deleted. what the fuck @115858,apple_028680,other_unclear,apple_id_icloud,0.16824283546587174,False,,error,False,False,0,0,True,True,0.2782086917452115,0.5576,0.88,,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
104,"Are there major @118936 issues at @115858 ?? Techs overwhelmed, chats spinning waiting.... what’s going on??",apple_014699,other_unclear,other_unclear,0.1493052089141543,True,,error,False,False,0,0,True,False,0.26884675189736373,0.5822,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
105,How buggy is iOS 11 on iPhoneX? Mails are literally unreadable with such huge fonts. @115858 https://t.co/JfyrcoodDT,apple_043878,other_unclear,ios_software_update,1.0,False,,error,False,False,0,0,True,False,0.1753815319161252,0.6688,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
106,just witnessed my phone go from 37% to 23% lol fuck y’all @115858,apple_074333,other_unclear,battery_charging,0.21339361666453924,False,,error,False,False,0,0,True,False,0.5252140942892188,0.6263,0.95,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
107,@AppleSupport Thanks! I don’t connect to anything else so just my car. Did it with my previous car too.,apple_018135,other_unclear,audio_speaker,0.20594880269551852,False,You're welcome! Glad to hear that helped.,resolved_acknowledgement,False,False,0,0,True,False,0.10099666183950799,0.5652,1.0,domain_mismatch,0.10099666183950799,1.0,,True,True,0,,HANDLE,False,escalation_function_error:'<' not supported between instances of 'dict' and 'float',False,False,
108,@AppleSupport No it's been fine before but the last two updates it just comes up error. I don't have an iPad to use iTunes to update.,apple_011696,other_unclear,apple_music_itunes,1.0,False,,error,False,False,0,0,True,True,0.15049478832759636,0.6626,1.0,,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
109,"Dear Apple, pls fix this problem. What’s the point of having a shortcut when it doesn’t even work? @115858 #OffWifi #Offbluetooth https://t.co/o7Yj8G8DDh",apple_037091,other_unclear,wifi_connectivity,0.2530958995765754,False,,error,False,False,0,0,True,False,0.3289680622487734,0.5622,0.8,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
110,"@115858 @AppleSupport For some reason I can’t send out iMessages. I restarted, turned off/on iMessages, logged in/out of iCloud with no resolve. Is this a issue with the iOS or is it my phone ?",apple_037245,other_unclear,apple_id_icloud,1.0,False,,error,False,False,0,0,True,False,0.1649177596061589,0.6912,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
111,@115858 as if I waited ten days to recover my password finally got 2 &amp; your website has an error and I have to wait again! Samsung convert.,apple_049130,other_unclear,apple_id_icloud,0.17533010304224514,False,,error,False,False,0,0,True,False,0.39917940042755645,0.7098,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
112,"These popped up as NEW notifications today. Something from yesterday &amp; SUNDAY?! I’m missing calls, missing emails WHY R U DOING THIS @115858 https://t.co/TVJMzWDL59",apple_004980,other_unclear,calls_cellular,0.25267320078604727,False,,error,False,False,0,0,True,False,0.06916320798004132,0.6273,1.0,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
113,Unused space on the iPhone X keyboard could be used for frequently used emojis like Touch bar on Mac. 🤷‍♀️ https://t.co/OZx48cSVWl,apple_044457,other_unclear,screen_display,0.23328905731107735,False,,error,False,False,0,0,True,False,0.20160057256727326,0.6167,0.75,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
114,"@AppleSupport The iPhone just shows the Apple logo, nothing else. It won’t even connect to iTunes because my phone won’t even open to my home screen so I can’t access anything. It’s been like that for about 9 hours (on and off the charge)",apple_074414,other_unclear,battery_charging,1.0,False,,error,False,False,0,0,True,False,0.1424953400772996,0.7081,1.0,no_specific_guidance,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
115,@115858 it won’t let me re install macOS i bought a mac off a friend and reset so all info would be gone saying item isn’tavailable try again,apple_065153,other_unclear,other_unclear,0.13816880567098064,True,,error,False,False,0,0,True,False,0.2574277070320115,0.6894,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
116,"This new keyboard thing isn’t working on my iPad, @AppleSupport. Random numbers pop up in my words. And then I correct. Make it go away.",apple_062105,other_unclear,ios_software_update,0.12980897000587616,False,,error,False,False,0,0,True,False,0.11605484366975906,0.654,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
117,This iPhone bug whenever I️ type the letter i (as in abcdefgh-i-jk...) is driving me nuts! @115858 please fix this!,apple_009616,other_unclear,ios_software_update,0.15742950577817383,False,,error,False,False,0,0,True,False,0.2879493297971271,0.69,0.93,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
118,Dear @115858 what the shit? My account gets hacked and you give me a run around? #bullshit,apple_020374,other_unclear,apple_id_icloud,0.19132017768972792,False,,error,False,False,0,0,True,False,0.09744451252998765,0.6994,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,Account security concern: account hacking detected,True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
119,"@AppleSupport turned back on again.
It was connected to a power supply too. Now the battery is completely drained and i cant even get it to charge",apple_053386,other_unclear,battery_charging,1.0,False,,error,False,False,0,0,True,False,0.14729236618728006,0.6868,1.0,domain_mismatch,0.0,0.0,,False,False,1,generation_error,ESCALATE,True,escalation_function_error:'<' not supported between instances of 'dict' and 'float',True,True,"The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
